word_dutch,translate_word_english,familiar_mean,familiar_sd,familiar_n,category,goodness_mean,goodness_sd,goodness_n,typicality_mean,typicality_sd,typicality_n,dont_know_responses,n_know_item,imagine_mean,imagine_sd,log(lemmaFreq),age of acquisition,% known
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
metrostel,subway train,2.142857143,0.755928946,28,vehicles,25,,,13.81481481,4.89141349,27,0,26,5.576923077,1.474396878,0,8.956521739,94.3902439
microgolf,microwave oven,4.571428571,0.634126487,28,kitchen utensils,16.96428571,4.050442526,28,17.14285714,3.135392771,28,0,26,6.461538462,0.859337849,1.361727836,7.7,98.79931389
mier,ant,3.678571429,0.772373515,28,insects,15.42857143,5.384673527,28,17,3.366501646,28,0,34,6.205882353,1.008431478,2.487138375,4.875,98.46153846
minister,minister,3.571428571,0.790151014,28,professions,11.25,3.902753064,28,13.57142857,4.894657491,28,0,33,4.575757576,1.854560309,3.672744198,9.666666667,100
mitraillette,machine gun,2.464285714,0.881166855,28,weapons,19.51851852,0.893152169,27,18.85714286,1.380131119,28,1,33,5.090909091,1.926195025,2.255272505,9.333333333,95.58823529
mixer,mixer,3.428571429,0.790151014,28,kitchen utensils,18.42857143,2.885834771,28,17.46428571,3.132649368,28,0,32,6.1875,1.229673442,1.612783857,8.75,98.37837838
moersleutel,wrench,2.5,0.922958207,28,tools,26,,,16.03703704,3.436025001,27,0,30,4,1.640016821,0.301029996,10.47826087,98.02955665
mondharmonica,harmonica,2.535714286,0.744468135,28,musical instruments,13.75,5.074445783,28,15.71428571,3.720385711,28,0,32,6.09375,1.444888097,1.579783597,9.125,98.27160494
mot,moth,2.714285714,0.599823607,28,insects,13.42857143,5.138298979,28,14.67857143,5.963180679,28,0,33,5.242424242,1.8376327,1.959041392,7.913043478,97.22222222
moto,motorbike,3.321428571,0.904866326,28,vehicles,26,,,17.32142857,2.568377084,28,0,33,5.939393939,1.53987406,1.505149978,7.958333333,98.06763285
mug,mosquito,3.892857143,0.685256682,28,insects,17.64285714,3.633326052,28,18.39285714,2.424249188,28,0,35,6.057142857,1.392054283,2.40654018,5.416666667,99.73684211
muis,mouse,3.607142857,0.875141712,28,mammals,13.07142857,4.913538149,28,15.67857143,4.312372995,28,0,33,6.151515152,1.27772288,2.953759692,4.916666667,99.5049505
mus,sparrow,3.5,0.881917104,28,birds,18.96428571,2.235772182,28,19.17857143,1.389206313,28,0,33,5.909090909,1.100103301,2.870403905,6.5,99.50859951
muts,beanie,3.464285714,0.692934867,28,clothing,11.64285714,5.299995008,28,11.46428571,5.145887555,28,0,29,6.517241379,0.870988341,2.475671188,4.458333333,99.19786096
nectarine,nectarine,3.607142857,0.737326789,28,fruit,16.60714286,3.154529791,28,16.25,3.438615139,28,0,33,5.787878788,1.576340219,0,8.708333333,100
neushoorn,rhinoceros,2.785714286,0.686221153,28,mammals,12.03571429,6.647094285,28,15.14285714,4.318043845,28,0,36,6.111111111,1.213678653,1.602059991,6.913043478,99.75308642
nijlpaard,hippopotamus,2.678571429,0.722832465,28,mammals,14,4.32905772,28,14.60714286,4.433369137,28,0,32,6.28125,0.888433743,1.740362689,6.833333333,98.75930521
notenkraker,nutcracker,2.857142857,0.803431793,28,kitchen utensils,13.25,4.368447474,28,12.2962963,4.672462823,27,0,34,6.029411765,1.466500558,0.698970004,7.869565217,97.60638298
oliespuit,oilcan,2.035714286,0.961562881,28,tools,26,,,10.77777778,4.862203784,27,1,33,3.575757576,1.936980624,0,11.42105263,88.96396396
olifant,elephant,2.928571429,0.899735411,28,mammals,16.85714286,3.262744649,28,16.25,2.862594006,28,0,31,6.612903226,0.667204084,2.631443769,4.956521739,99.24242424
onderlegger,place mat,3.892857143,0.831744517,28,kitchen utensils,13.28571429,5.346214603,28,12.10714286,4.669358634,28,0,32,5.46875,1.565440781,1.361727836,8.5,98.99280576
ooievaar,stork,2.964285714,0.83808171,28,birds,14.53571429,4.333180705,28,15.39285714,3.593608377,28,0,33,6.303030303,1.103541132,1.995635195,6.208333333,100
oorworm,earwig,2.357142857,0.678466993,28,insects,8.428571429,6.425807754,28,13.89285714,5.499759495,28,1,30,4.5,1.907336109,0.477121255,9.5,92.55583127
opvoedster,educator,2.821428571,0.818923025,28,professions,12.53571429,4.140872541,28,16.14285714,4.248871621,28,0,35,4.914285714,1.633679149,1.176091259,10.45833333,100
orgel,organ,2.464285714,0.576203594,28,musical instruments,13.78571429,5.116112115,28,16.17857143,3.953934481,28,0,35,5.314285714,1.450586668,2.45331834,7.913043478,99.24433249
orka,orca,2.571428571,0.741798187,28,fish,8.714285714,5.791802271,28,9.857142857,6.162697135,28,0,31,6.258064516,1.182306839,0.301029996,8.583333333,99.49748744
oven,oven,4.357142857,0.780042056,28,kitchen utensils,17.21428571,3.755067123,28,17.75,3.384332091,28,0,33,6.363636364,1.055289706,2.715167358,5.695652174,99.72826087
paard,horse,3.785714286,0.832539304,28,mammals,18.03571429,2.219144694,28,17.53571429,2.486737307,28,0,27,6.555555556,1.187542172,3.82445127,4.541666667,97.2972973
paardrijden,horseback riding,3.142857143,0.803431793,28,sports,14.10714286,5.216350972,28,15.03571429,4.8570845,28,0,27,5.814814815,1.241495284,2.540329475,6.652173913,100
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,2.892857143,0.628890011,28,amphibians,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,16.64285714,3.898853447,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,16.14285714,4.428144714,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,100
pad,toad,3.285714286,0.854493259,28,reptiles,11.92857143,6.682916703,28,11.10714286,6.701792384,28,0,32,5.46875,1.413857113,3.421603927,4.6,99.42196532
paling,eel,2.535714286,0.744468135,28,fish,16.5,4.087016479,28,15.67857143,3.981936728,28,0,32,4.59375,2.092372862,2.419955748,7.956521739,99.49367089
pan,pan,4.571428571,0.503952631,28,kitchen utensils,19.28571429,1.301200097,28,18.39285714,2.884688644,28,0,32,6.21875,1.184152753,3.173768823,4.916666667,100
panfluit,pan flute,2.25,0.518187725,28,musical instruments,11.55555556,5.19121546,27,14.25,4.599718188,28,0,31,5,1.570562532,0.477121255,9.952380952,95.14563107
papaya,papaya,2.357142857,0.678466993,28,fruit,12.10714286,5.265817693,28,12.46153846,5.037703995,26,0,34,3.970588235,1.914621477,1.176091259,12.4,100
papegaai,parrot,3.107142857,0.875141712,28,birds,15.53571429,4.467845142,28,15.85714286,4.142948366,28,0,32,6.5625,0.759350317,2.418301291,5.625,99.01234568
paprika,pepper,3.785714286,0.786795792,28,vegetables,13.75,5.96672874,28,15.14285714,4.3692044,28,0,32,6.53125,0.717719282,2.346352974,8.083333333,100
parkiet,parakeet,3.035714286,0.881166855,28,birds,16.60714286,4.466660744,28,17.64285714,2.68347875,28,0,32,5.71875,1.419549565,1.903089987,6.708333333,99.75124378
passievrucht,passion fruit,3.25,0.751541625,28,fruit,14.71428571,5.283497319,28,14.92857143,4.362538943,28,0,31,5.225806452,1.838653083,0.84509804,11.20833333,100
pauw,peacock,2.785714286,0.875897121,28,birds,10.78571429,5.486394909,28,12.28571429,4.905455337,28,0,34,6.205882353,1.038046293,2.378397901,6.708333333,99.02200489
peer,pear,3.821428571,0.772373515,28,fruit,18.57142857,1.951800146,28,18.17857143,2.261654121,28,0,31,6.322580645,1.165821506,2.629409599,4.75,100
pelikaan,pelican,2.392857143,0.737326789,28,birds,12.03571429,5.2386183,28,12.57142857,5.0730119,28,2,34,5.147058824,1.653737732,1.707570176,8.166666667,97.81021898
perzik,peach,3.392857143,0.628890011,28,fruit,16.64285714,3.723939429,28,17,2.775554666,28,0,29,6,1.362770288,2.230448921,6.666666667,100
pet,cap,3.142857143,0.931517508,28,clothing,10.46428571,6.215167486,28,11.92857143,4.42156811,28,0,35,6.342857143,0.802307596,2.900367129,5.208333333,99.41747573
peterselie,parsley,3.071428571,1.11980724,28,vegetables,10.67857143,5.722299275,28,12,6.152385867,28,0,33,5.424242424,1.854560309,2.567026366,7.583333333,100
piano,piano,3.678571429,0.669636243,28,musical instruments,19.5,1.071516751,28,19.42857143,0.959497223,28,0,32,6.1875,1.615199978,2.831869774,6.25,99.74554707
piloot,pilot,2.892857143,0.785954749,28,professions,15.71428571,3.750132273,28,15.92857143,4.06364707,28,0,30,5.733333333,1.25762045,2.822168079,7.083333333,100
pinguïn,penguin,2.785714286,0.786795792,28,birds,7.678571429,5.298871798,28,8.642857143,5.431146702,28,0,31,6.451612903,0.994609125,1.505149978,7.458333333,99.50124688
piranha,piranha,2.535714286,0.83808171,28,fish,14.21428571,5.130570273,28,15.32142857,4.554635989,28,0,34,4.617647059,1.688009512,0.954242509,10,99.50124688
pissebed,wood louse,2.607142857,0.628890011,28,insects,14.57142857,4.879500365,28,17.28571429,2.83962886,28,0,30,5.3,1.68461599,1.477121255,8.458333333,97.6744186
pistool,pistol,3.214285714,0.738223235,28,weapons,19.10714286,1.749905515,28,19.42857143,0.959497223,28,0,31,6.451612903,0.888395921,3.096910013,7.25,99.74358974
pladijs,plaice,2.321428571,0.669636243,28,fish,16.19230769,4.707604323,26,15.96153846,3.594226139,26,2,30,4.033333333,1.86590707,0.301029996,10.73913043,95.6626506
plamuurmes,filling-knife,2.142857143,0.931517508,28,tools,24,,,14.14285714,4.133998922,28,0,35,4.714285714,1.600945099,1.568201724,10.8,89.46188341
platvis,flatfish,2,0.544331054,28,fish,15.25,5.09629495,28,14.32142857,3.810838067,28,0,32,4,2.125118593,1.462397998,9.956521739,94.24460432
ploeg,plough,2.678571429,1.188013325,28,tools,26,,,12.71428571,4.293467414,28,0,33,4.787878788,1.916337258,2.611723308,7.2,99.00744417
politieagent,police officer,3.714285714,0.712696645,28,professions,17,2.581988897,28,18.14285714,1.97604704,28,0,33,6.363636364,0.895062212,2.53529412,4.65,100
pompelmoes,grapefruit,3.321428571,0.904866326,28,fruit,14.88888889,4.534765988,27,15.71428571,3.720385711,28,0,34,5.617647059,1.326072028,0.903089987,8.125,100
pompoen,pumpkin,3.321428571,0.669636243,28,fruit,7.892857143,5.659075214,28,12.53571429,6.238958501,28,0,28,6.642857143,0.621484824,1.924279286,7.375,100
postbode,postman,3.714285714,0.599823607,28,professions,15.21428571,4.39997595,28,17.42857143,3.096336801,28,0,31,6.387096774,0.954896831,2.439332694,6.347826087,100
pot,pot,4.464285714,0.692934867,28,kitchen utensils,17.57142857,4.040797239,28,16.92857143,4.03621175,28,0,35,6.314285714,1.10537267,6.31,??,99.13544669
potvis,sperm whale,2.178571429,0.611832186,28,fish,11.42857143,6.839041364,28,9.892857143,5.782087831,28,0,30,4.8,1.936936792,0.48,10.5,99.49238579
prei,leek,3.535714286,0.999338405,28,vegetables,15.82142857,5.51129192,28,18.25,2.366823156,28,0,34,5.852941176,1.459189334,2.206825876,6.583333333,100
pruim,plum,3.142857143,0.803431793,28,fruit,15.92857143,4.586038163,28,16.67857143,3.220922015,28,0,31,5.322580645,1.681013519,2.521138084,6.272727273,95.65217391
psycholoog,psychologist,4.857142857,0.356348323,28,professions,13.60714286,3.956609901,28,15.78571429,5.55349168,28,0,33,5.606060606,1.675921275,3.241546481,11.79166667,100
pyjama,pyjamas,4.5,0.881917104,28,clothing,14.75,5.796710434,28,13.10714286,4.228118273,28,0,33,6,1.25,2.549003262,4.375,99.47368421
python,python,2.428571429,0.741798187,28,reptiles,14.85714286,4.919457104,28,13.96428571,4.741324575,28,2,30,5.533333333,1.655363974,1.230448921,10.54545455,93.2160804
radijs,radish,2.928571429,0.978607152,28,vegetables,12.35714286,5.638585886,28,14.53571429,4.350241737,28,0,36,5.611111111,1.358103252,1.69019608,7.125,100
raket,rocket,2.642857143,0.869835477,28,vehicles,26,,,6.5,4.955356249,28,0,31,6.516129032,0.676804637,2.701567985,7.625,99.50372208
rasp,grater,3,0.860662966,28,kitchen utensils,17.07142857,3.691116176,28,16.21428571,3.095482286,28,0,31,4.612903226,1.782833313,1.342422681,8.833333333,97.08222812
rechter,judge,2.964285714,0.83808171,28,professions,14.07142857,4.387934395,28,16.03571429,4.367236119,28,0,33,5.515151515,1.583532683,3.73479983,8.708333333,100
reiger,heron,2.821428571,0.944911183,28,birds,14.82142857,5.084861857,28,16.10714286,3.201148934,28,0,30,5.233333333,1.79430773,2.100370545,9.833333333,99.25742574
riem,belt,4.071428571,0.766356045,28,clothing,11.10714286,5.743526377,28,10.85714286,4.318043845,28,0,27,6.481481481,1.087352832,2.972665592,7.217391304,97.6127321
rode kool,red cabbage,3.357142857,0.780042056,28,vegetables,14.89285714,5.137655365,28,17.07142857,2.580964095,28,0,33,6.212121212,1.139012065,0,5.4,100
rog,ray,2.392857143,0.685256682,28,fish,16,4.303314829,28,14.5,3.696845502,28,0,34,4.558823529,1.795468648,1.36,10.79166667,97.05882353
rok,skirt,4.035714286,0.83808171,28,clothing,18.78571429,1.969341737,28,17.82142857,2.373520146,28,0,33,6.272727273,1.097517861,3.117933835,5.125,100
roodborstje,robin,3.142857143,0.970463261,28,birds,17.5,3.686813338,28,18.32142857,1.866935922,28,0,33,5.878787879,1.386487824,1.505149978,6.708333333,99.26470588
rugby,rugby,2.857142857,0.890870806,28,sports,17.39285714,3.54170168,28,15.75,4.115238169,28,0,34,5.294117647,1.404093836,1.342422681,9.869565217,95.83333333
rups,caterpillar,2.821428571,0.669636243,28,insects,11.25,6.065231821,28,14.17857143,5.004098849,28,0,34,5.882352941,1.037616905,2.100370545,6.291666667,97.19387755
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.678571429,0.547964005,28,amphibians,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,16.57142857,3.985423175,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,6.531567627,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,100
salamander,salamander,2.821428571,0.722832465,28,reptiles,15,5.767084121,28,13.92857143,5.374346275,28,0,31,5.290322581,1.792457315,2.021189299,8.173913043,98.09782609
salopet,dungarees,2.464285714,0.83808171,28,clothing,16.07692308,5.649234121,26,14.23076923,4.003075741,26,0,30,5.5,1.795588464,0,7.916666667,94.88491049
sardine,sardine,2.857142857,0.84827868,28,fish,13.17857143,6.086132211,28,15.53571429,3.214344503,28,0,33,4.636363636,1.949650318,1.851258349,9.458333333,97.31051345
saxofoon,saxophone,2.892857143,0.875141712,28,musical instruments,16.67857143,2.982089392,28,18.46428571,2.301080951,28,0,35,6.171428571,1.27153715,1.322219295,9.173913043,99.25
schaaf,plane,2.071428571,0.857583661,28,tools,22,,,13.11538462,3.840072115,26,4,26,2.846153846,1.592289112,0.903089987,10.35,82.42677824
schaap,sheep,3.714285714,0.658682347,28,mammals,17.53571429,2.91207121,28,17.42857143,3.108275352,28,0,33,6.363636364,0.74238559,3.047274867,4.695652174,99.50372208
schaar,scissors,4.571428571,0.503952631,28,kitchen utensils,13.28571429,4.744252998,28,10.92857143,4.666099739,28,0,34,6.647058824,0.645842318,1.505149978,5.291666667,97.87798408
schaken,chess,2.785714286,0.738223235,28,sports,6.678571429,5.676811647,28,7.714285714,5.401351977,28,0,35,6,1.306094312,2.64246452,9,100
schermen,fencing,2.392857143,0.785954749,28,sports,12.25,5.535240635,28,13.75,4.106228332,28,0,32,5.15625,1.919498843,3.039810554,10.39130435,95.83333333
schild,shield,2.678571429,0.669636243,28,weapons,8.107142857,4.565079089,28,7.107142857,4.35753316,28,0,30,5.2,1.606023146,2.456366033,10.2173913,98.95287958
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
