word_dutch,translate_word_english,familiar_mean,familiar_sd,familiar_n,category,goodness_mean,goodness_sd,goodness_n,typicality_mean,typicality_sd,typicality_n,dont_know_responses,n_know_item,imagine_mean,imagine_sd,log(lemmaFreq),age of acquisition,% known
helikopter,helicopter,3.035714286,0.922241346,28,vehicles,26,,,12.67857143,4.320953011,28,0,29,6.379310345,0.775232366,2.618048097,6.913043478,99.24623116
hemd,shirt,4.178571429,0.722832465,28,clothing,19.03571429,1.815206199,28,18.07142857,2.930409799,28,0,34,6.176470588,1.336449122,3.001733713,5.5,98.69791667
hert,deer,3.214285714,0.686221153,28,mammals,15.67857143,4.046521793,28,16.53571429,3.132649368,28,0,31,6.290322581,0.937853876,2.474216264,6.608695652,99.25373134
hoed,hat,2.892857143,0.831744517,28,clothing,11.82142857,4.554635989,28,11.21428571,4.901678797,28,0,34,6.323529412,0.911894074,3.243534102,5,98.69791667
hommel,bumblebee,3.035714286,0.744468135,28,insects,15.35714286,4.793624514,28,15.85714286,3.193909548,28,0,31,5.709677419,1.188656059,1.681241237,8.652173913,99.73753281
hond,dog,4.321428571,0.722832465,28,mammals,18.21428571,3.083494204,28,18.53571429,1.73166892,28,0,34,6.5,0.896119581,3.851564082,3.375,99.26108374
houtklem,clamp,1.928571429,1.015749,28,tools,24,,,12.25925926,4.942691517,27,2,30,2.933333333,1.284746945,0,12.07692308,76.59574468
houweel,pickaxe,2.071428571,0.939998874,28,tools,24,,,14.96296296,3.390954954,27,3,31,3.741935484,1.999462293,1.602059991,11.15789474,90
hovercraft,hovercraft,2.071428571,0.71639899,28,vehicles,24,,,9.52173913,5.476143012,23,4,27,4,1.860521019,0,12.85714286,89.35185185
ijsbeer,polar bear,2.714285714,0.76289618,28,mammals,15.71428571,3.837988891,28,15.14285714,4.551876176,28,0,30,6.5,0.776819333,1.491361694,6.416666667,99.75
ijshockey,ice hockey,2.571428571,0.690065559,28,sports,17.25,3.20445292,28,16.10714286,3.928427126,28,0,30,5.433333333,1.79430773,0.84509804,9.708333333,100
informaticus,information scientist,3.214285714,0.875897121,28,professions,12.5,4.096068576,28,14.60714286,4.565079089,28,0,31,4.967741935,2.105292869,0,12,95.83333333
inktvis,squid,2.964285714,0.63724772,28,fish,9.964285714,6.268570295,28,10.67857143,6.098291026,28,0,31,6.483870968,0.926317719,1.897627091,7.791666667,98.01980198
jas,coat,4.785714286,0.498675494,28,clothing,18.67857143,2.6394945,28,17.78571429,2.183390887,28,0,37,6.459459459,0.802585911,3.31993844,3.75,99.22077922
jeans,jeans,4.464285714,0.692934867,28,clothing,19.39285714,1.100144291,28,18,2.841491523,28,0,30,6.8,0.484234198,2.264817823,7.041666667,98.42519685
jeep,jeep,3.142857143,1.044005311,28,vehicles,26,,,17.92857143,2.448409483,28,0,37,5.891891892,1.219831131,2.629409599,7.739130435,97.84688995
jogging,tracksuit,3.607142857,1.030615987,28,clothing,17.32142857,3.507173299,28,15.53571429,3.824696966,28,0,32,5.8125,1.490561704,0.903089987,8.75,99.21568627
judo,judo,3.071428571,0.857583661,28,sports,16.78571429,2.897727626,28,17.07142857,2.522910891,28,0,32,5.28125,1.570583927,1.380211242,8.041666667,100
kaaiman,caiman,2,0.666666667,28,reptiles,14.11538462,5.109418151,26,13.76,5.65154846,25,2,35,3.914285714,2.113717822,1.204119983,10,92.85714286
kabeljauw,cod,3.357142857,0.780042056,28,fish,17.71428571,3.789431139,28,18.10714286,1.969005873,28,0,31,4.580645161,2.012861869,1.929418926,8.083333333,99.74811083
kakkerlak,cockroach,2.5,0.638284739,28,insects,13.10714286,6.465516998,28,16.96428571,4.678414917,28,0,34,4.5,2.048650702,1.995635195,8.52173913,98.96640827
kalkoen,turkey,3.25,0.927960727,28,birds,10.5,5.022173058,28,11.67857143,4.447667482,28,0,32,5.5,1.391216687,2.164352856,6.916666667,99.75062344
kameleon,chameleon,2.821428571,0.862965234,28,reptiles,15.10714286,4.201757002,28,16.64285714,2.870208222,28,0,35,5.371428571,1.496775245,1.414973348,9.041666667,98.68421053
kanarie,canary,3.25,0.887151079,28,birds,17.89285714,3.603900004,28,17.89285714,3.01034372,28,0,29,6.275862069,1.098588436,2.033423755,7.083333333,98.75930521
kangoeroe,kangaroo,2.678571429,0.669636243,28,mammals,15.17857143,4.86905247,28,14.75,5.089022318,28,0,35,6.2,1.301582747,1.62324929,7.375,99.75308642
kanon,canon,2.75,0.700528901,28,weapons,17.46428571,3.437076092,28,16.96428571,3.271449366,28,1,31,5.35483871,1.427080635,2.666517981,7.166666667,99.74554707
kar,cart,2.75,1.040833,28,vehicles,26,,,10.21428571,4.42515656,28,0,28,5.607142857,1.474205014,2.834420704,5.041666667,99.50372208
karper,carp,2.285714286,0.658682347,28,fish,16.42857143,4.113469937,28,16,3.701851389,28,0,31,4.580645161,2.012861869,2.390935107,10,97.75561097
kat,cat,4.357142857,0.780042056,28,mammals,18.35714286,2.84428323,28,18.53571429,1.73166892,28,0,32,6.46875,1.046788483,3.4827307,4.041666667,99.00497512
katapult,slingshot,2.642857143,0.826159599,28,weapons,11.75,5.24669208,28,11.57142857,4.272466296,28,0,31,5.838709677,1.319009077,1.672097858,7.913043478,98.72773537
kers,cherry,3.642857143,0.731020885,28,fruit,17.10714286,2.884688644,28,17.21428571,2.499735436,28,0,33,6.393939394,0.998104264,2.328379603,5.782608696,100
kervel,chervil,2.892857143,0.916486274,28,vegetables,10.96153846,6.102332467,26,13.48148148,5.079145676,27,1,33,3.636363636,1.834021909,1.770852012,9.541666667,100
ketel,kettle,3.25,0.967049733,28,kitchen utensils,16.82142857,3.781569059,28,14.82142857,4.119093495,28,0,34,5.823529412,1.381053358,2.626340367,6.916666667,98.38709677
kever,beetle,2.928571429,0.662686532,28,insects,14.17857143,4.706603489,28,16.25,3.238941299,28,1,32,5.84375,1.370410228,2.155336037,6.333333333,98.96373057
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.357142857,0.621484824,28,amphibians,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,18.42857143,2.559348462,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,17.96428571,2.631464074,28,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,100
kikker,frog,3.75,0.751541625,28,reptiles,11.21428571,6.871072712,28,11.40740741,6.271174956,27,0,33,6.454545455,0.904534034,2.565847819,4.7,99.18699187
kinesist,physiotherapist,3.285714286,0.854493259,28,professions,14.14285714,4.71965383,28,16.17857143,3.944556225,28,1,27,4.148148148,2.070000069,0,10.25,100
kip,chicken,4.25,0.700528901,28,birds,10.28571429,5.112491187,28,11.57142857,4.818395087,28,0,23,6.782608696,0.51843486,3.151982395,4.375,98.74686717
kiwi,kiwi,3.928571429,0.766356045,28,fruit,16.67857143,4.055664273,28,17.10714286,2.858894965,28,0,35,6.542857143,0.918530064,1.944482672,6.043478261,100
klarinet,clarinet,2.678571429,0.722832465,28,musical instruments,16.10714286,3.774566796,28,17.25,3.460089915,28,0,32,5.1875,1.874058904,1.568201724,9.391304348,99.00249377
klavecimbel,harpsichord,2.142857143,0.59093684,28,musical instruments,11.7037037,6.250014245,27,14.42307692,5.239641796,26,0,30,4.1,2.139126473,1.544068044,11.84210526,93.93203883
kleed,dress,3.607142857,0.994029797,28,clothing,17.59259259,4.576354438,27,17.03571429,3.248727875,28,0,35,5.828571429,1.382361881,3.334252642,5.333333333,97.93281654
klopper,whisk,3.178571429,0.904866326,28,kitchen utensils,17.42857143,3.563483225,28,16.92857143,2.552102567,28,0,34,5.764705882,1.577470617,1.505149978,8.125,96.88385269
knuppel,club,2.5,0.693888666,28,weapons,15.25,3.157882554,28,14.39285714,3.281138981,28,0,32,5.96875,1.121185289,2.389166084,8.130434783,98.95833333
koe,cow,3.785714286,0.832539304,28,mammals,18.17857143,2.881017971,28,17.60714286,2.68520343,28,0,32,6.5625,0.800705334,3.180125875,4,99.25742574
koekoek,cuckoo,2.642857143,0.826159599,28,birds,15.85714286,4.06169355,28,16,2.905932629,28,0,30,3.966666667,1.86590707,1.973127854,6.391304348,99.25187032
koets,carriage,2.392857143,0.831744517,28,vehicles,26,,,11.85714286,4.51100946,28,0,31,5.709677419,1.531742981,2.542825427,6.75,99.01960784
koevoet,crowbar,2.392857143,0.875141712,28,tools,25,,,14.57142857,4.581998363,28,0,29,5.551724138,1.594324911,1.431363764,10.26086957,96.57701711
koffiezet,percolator,3.642857143,1.026114055,28,kitchen utensils,16.89285714,3.059160932,28,16.77777778,3.47887397,27,0,32,6.03125,1.402402892,1.176091259,6.05,98.10298103
kogelstoten,shot-put,2.25,0.799305254,28,sports,12.07407407,4.984020048,27,13,4.18993503,28,0,33,5.181818182,1.46744986,0,10.52173913,95.83333333
kok,cook,3.464285714,0.83808171,28,professions,15.25,3.874178527,28,17.32142857,2.93198923,28,0,33,6.090909091,1.588309565,2.342422681,6.565217391,100
kokosnoot,coconut,2.857142857,0.705233647,28,fruit,10.75,4.703229781,28,12.35714286,5.243791996,28,0,29,6.172413793,1.136063552,1.77815125,7.166666667,100
kom,bowl,4.214285714,0.738223235,28,kitchen utensils,17.28571429,3.207134903,28,15.89285714,3.424738819,28,0,34,5.764705882,1.371988681,3.161368002,5.416666667,95.84415584
komkommer,cucumber,3.857142857,0.755928946,28,vegetables,16.21428571,4.524477812,28,16.82142857,3.367090968,28,0,34,6.676470588,0.534879666,2.178976947,7.208333333,100
konijn,rabbit,3.678571429,0.722832465,28,mammals,16.32142857,3.71237741,28,16.64285714,3.643505493,28,0,33,6.606060606,0.933387444,2.981818607,4.583333333,99.50124688
kostuum,suit,3.428571429,0.690065559,28,clothing,18.46428571,2.755225915,28,17.03571429,2.781980947,28,0,29,6.379310345,0.97884017,2.723455672,7.47826087,99.73262032
kraai,crow,3.035714286,0.792658109,28,birds,16.57142857,4.541402715,28,18.10714286,1.969005873,28,0,30,5.6,1.328727678,2.556302501,7.25,99.26470588
krekel,cricket,2.678571429,0.722832465,28,insects,13.03571429,5.308847562,28,16.32142857,3.333928518,28,2,27,4.37037037,2.059651728,2.146128036,7.869565217,97.90026247
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,2.928571429,0.604217978,28,amphibians,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,12.46428571,5.865670009,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,10.75,6.807539393,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,100
krokodil,crocodile,3.25,0.927960727,28,reptiles,16.96428571,3.746426869,28,17.46428571,3.167919552,28,0,34,6.323529412,1.173458711,2.365487985,5.47826087,99.73045822
kruiwagen,wheelbarrow,3.178571429,0.722832465,28,tools,26,,,14.57142857,3.966793382,28,1,34,6.264705882,1.136417111,2.290034611,6.125,99.50859951
laarzen,boots,3.464285714,0.999338405,28,clothing,12.10714286,5.230532058,28,12.53571429,4.492645371,28,0,31,6.387096774,0.989188872,3.054995862,5.375,98.93899204
lama,llama,2.428571429,0.572749795,28,mammals,14.10714286,4.85599504,28,14.64285714,3.860668583,28,0,32,5.625,1.718025874,1.954242509,9.208333333,98.27160494
leeuw,lion,3.142857143,0.890870806,28,mammals,17.39285714,3.871446143,28,17.67857143,2.582757232,28,0,30,6.766666667,0.430183067,2.985426474,4.958333333,100
leguaan,iguana,2.642857143,0.621484824,28,reptiles,15.53571429,3.490538989,28,17.03571429,2.202391677,28,0,30,5.033333333,2.157318472,1.672097858,10.7826087,96.58792651
lepel,spoon,4.892857143,0.314970394,28,kitchen utensils,17.82142857,2.762896647,28,16.42857143,4.459102812,28,0,27,6.407407407,1.366051561,2.888179494,4.333333333,99.45054945
leraar,teacher,4.035714286,0.692934867,28,professions,16.42857143,3.360209114,28,18.89285714,1.39680285,28,0,32,6.28125,1.250403161,3.496098992,7.083333333,100
libel,dragonfly,2.714285714,0.809990528,28,insects,14.96428571,4.717831759,28,16.35714286,4.279272054,28,1,31,6.096774194,1.044185128,1.919078092,8.045454545,98.67986799
lieveheersbeestje,ladybug,3.535714286,0.792658109,28,insects,12.60714286,5.864767911,28,15.39285714,5.258779507,28,0,29,6.620689655,0.676851593,1.041392685,6.043478261,99.73614776
limoen,lime,2.928571429,0.813250061,28,fruit,13.57142857,5.520524475,28,13.92857143,4.860487488,28,0,36,5.472222222,1.681599767,1.380211242,9.541666667,100
loodgieter,plumber,2.785714286,0.875897121,28,professions,16.10714286,3.644775924,28,17.89285714,2.148889217,28,1,33,5.515151515,1.62252142,1.880813592,9.173913043,100
look,garlic,3.642857143,0.951189731,28,vegetables,7.777777778,5.24282171,27,9.464285714,5.473722701,28,0,31,5.838709677,1.293490734,1.568201724,9.416666667,100
luchtballon,(hot air) balloon,2.857142857,0.803431793,28,vehicles,26,,,9.285714286,5.380741673,28,0,32,6.5625,0.759350317,1.544068044,6.583333333,98.54014599
luis,louse,2.678571429,0.669636243,28,insects,8.821428571,5.919544348,28,13.32142857,5.869277017,28,0,34,3.911764706,1.864625189,2.307496038,6.913043478,98.97435897
lychee,litchi,,,,,,,,,,,,,,,0,11.68421053,95
lychee,lychee,2.642857143,1.026114055,28,fruit,12.53571429,5.840358581,28,13.46428571,4.059576176,28,3,30,5.733333333,1.720732269,,,
mango,mango,3.178571429,0.669636243,28,fruit,14.89285714,4.685195642,28,15.03571429,3.625855126,28,0,30,6.033333333,1.188546877,1.72427587,10.875,100
marktkramer,stallholder,2.464285714,0.922241346,28,professions,11.03571429,5.757327974,28,14.53571429,3.901397118,28,0,32,5.5625,1.412787225,0.84509804,7.416666667,100
maïs,corn,3.142857143,0.890870806,28,vegetables,11.17857143,5.004098849,28,12.96428571,4.590506652,28,0,34,6.352941176,0.883599832,2.537819095,7.25,100
mees,chickadee,2.821428571,0.944911183,28,birds,17.64285714,3.602615158,28,17.10714286,3.832988252,28,0,32,3.3125,1.69320273,2.526339277,8.5,98.55072464
meeuw,seagull,3.071428571,0.899735411,28,birds,18.14285714,3.251373336,28,17.96428571,2.70092087,28,0,35,5.657142857,1.607754319,2.653212514,6.695652174,98.78345499
meikever,cockchafer,2.571428571,0.741798187,28,insects,13.57142857,5.852688976,28,15.03571429,4.229369473,28,0,32,4.875,1.773460259,1.477121255,7.958333333,98.46547315
meloen,melon,3.5,0.745355992,28,fruit,15.71428571,4.798588858,28,16.53571429,3.19121645,28,0,34,6.088235294,1.239932722,2.146128036,7.083333333,100
merel,blackbird,3.285714286,0.896790279,28,birds,18.42857143,3.259499751,28,18.82142857,1.492042384,28,0,35,5.085714286,1.8530012,2.334453751,7.25,98.5472155
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.857142857,0.356348323,28,kitchen utensils,26,,,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,16.42857143,4.289768805,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.48101266
mes,knife,4.678571429,0.547964005,28,tools,17.64285714,2.724569768,28,11.75,4.088149088,28,0,32,6.25,1.135923668,3.238798563,4.666666667,98.37837838
