word_dutch,translate_word_english,origin,aoa_mean,aoa_sd,aoa_unknown,arousal_mean,arousal_sd,arousal_unknown,concrete_mean,concrete_sd,concrete_unknown,dominance_mean,dominance_sd,dominance_unknown,familiar_mean,familiar_sd,familiar_unknown,imagine_mean,imagine_sd,imagine_unknown,valence_mean,valence_sd,valence_unknown,length,syllables,bigram,neighbors,freq_celex,freq_subtlex,instrength,betweenness
ondeugend,mischievous,van Loon - Vervoorn (1985),6.80,2.88,0,5.40,0.82,0,4.20,1.51,0,4.42,1.17,0.05,4.75,1.37,0,5.00,1.49,0,5.00,1.38,0,9,3,99389,0,265,222,1.211350029,0.000210009
ondiep,shallow,van Loon - Vervoorn (1985),7.00,1.65,0,2.50,0.61,0,5.15,1.66,0,2.90,0.85,0,3.90,1.68,0,5.40,1.43,0,4.00,1.26,0,6,2,48376,1,287,98,0.109891176,0.000104641
oneindig,infinite,De Deyne et al. (2014),8.55,2.87,0,4.05,2.01,0,2.90,1.94,0,5.40,1.79,0,4.30,1.38,0,3.80,1.64,0,3.65,1.39,0,8,3,69157,0,1030,365,1.788497462,0.000262909
onervaren,fresh,Berrian et al. (1979),9.80,2.95,0,3.20,1.20,0,4.90,1.94,0,2.80,1.06,0,4.15,1.81,0,3.45,1.73,0,2.95,0.89,0,9,4,121373,1,151,120,0.470250011,7.74984E-05
ongebruikt,new,Berrian et al. (1979),7.80,2.75,0,2.35,1.39,0,4.80,1.88,0,3.30,1.22,0,3.35,1.63,0,4.70,2.15,0,3.80,1.06,0,10,3,58268,0,135,38,0.118981741,2.88158E-05
ongelukkig,sad,Berrian et al. (1979),5.60,2.01,0,3.10,1.59,0,4.30,1.13,0,3.30,1.75,0,5.05,1.36,0,5.15,1.50,0,1.65,0.67,0,10,4,74410,1,1259,1029,2.667701587,0.000210712
ongetwijfeld,doubtless,De Deyne et al. (2014),10.20,2.14,0,3.85,1.60,0,3.45,1.73,0,5.25,1.37,0,4.20,1.40,0,2.15,1.09,0,3.80,1.28,0,12,4,88076,0,0,52,0.099203738,4.40291E-06
ongevaarlijk,harmless,van Loon - Vervoorn (1985),6.20,1.47,0,2.65,1.23,0,4.00,1.65,0,3.20,1.28,0,4.40,1.70,0,4.70,1.95,0,5.05,1.39,0,12,4,98128,0,213,170,0.100952627,2.00165E-05
ongewoon,unusual,Berrian et al. (1979),7.90,1.86,0,4.20,1.32,0,3.55,1.43,0,4.15,1.42,0,4.80,1.44,0,3.75,2.27,0,3.80,1.20,0,8,3,64645,0,1156,765,0.899861625,8.82534E-05
onmiddellijk,immediate,Berrian et al. (1979),6.80,2.38,0,5.35,1.27,0,5.70,1.59,0,4.85,1.09,0,5.95,1.00,0,3.20,1.85,0,4.40,0.75,0,12,4,84543,0,6447,2255,1.408849351,6.7866E-05
onmogelijk,impossible,Berrian et al. (1979),6.85,1.73,0,3.45,1.70,0,4.90,1.80,0,3.75,1.77,0,5.10,1.17,0,3.40,2.14,0,2.55,1.28,0,10,4,77099,0,4291,3465,1.344823862,0.000214512
onnauwkeurig,loose,Berrian et al. (1979),9.95,2.16,0,3.15,1.27,0,4.25,1.29,0,3.00,0.92,0,3.85,1.73,0,4.20,1.96,0,2.55,0.69,0,12,4,56232,0,42,17,0.177680383,3.92585E-05
onregelmatig,irregular,De Deyne et al. (2014),8.00,2.25,0,4.60,1.35,0,4.35,1.39,0,3.35,1.23,0,4.30,1.81,0,2.85,1.79,0,3.00,1.21,0,12,5,98067,0,462,86,0.214451877,6.1849E-05
onschatbaar,invaluable,De Deyne et al. (2014),9.50,2.42,0,4.05,1.64,0,2.90,1.62,0,5.20,1.32,0,3.55,1.39,0,3.00,1.41,0,3.70,1.26,0,11,3,86112,0,93,74,0.03222892,4.55032E-05
onsmakelijk,distasteful,van Loon - Vervoorn (1985),10.15,1.90,0,3.40,1.54,0,4.10,1.71,0,3.35,1.63,0,3.00,1.78,0,5.95,1.93,0,2.10,0.79,0,11,4,81935,0,108,31,0.536996526,0.00013141
ontelbaar,uncountable,De Deyne et al. (2014),8.85,2.35,0,4.75,1.41,0,3.35,1.93,0,5.40,1.27,0,4.15,1.23,0,3.20,1.91,0,3.15,0.93,0,9,3,89781,2,576,115,0.310367434,1.29256E-05
ontroerd,moved,van Loon - Vervoorn (1985),9.15,2.87,0,4.60,1.64,0,3.95,1.39,0,3.75,1.41,0,4.65,1.46,0,5.80,1.28,0,4.90,1.12,0,8,2,88932,0,256,1,0.29778026,2.67884E-05
ontwijkend,circular,Berrian et al. (1979),10.65,2.87,0,3.80,1.51,0,4.50,1.54,0,2.80,1.20,0,3.65,1.76,0,4.00,1.30,0,2.85,0.88,0,10,3,90838,0,98,2,0.036433814,1.23399E-05
ontzaglijk,immense,van Loon - Vervoorn (1985),10.74,3.25,0.05,4.50,1.22,0.3,3.39,1.65,0.1,4.71,1.20,0.3,1.84,1.01,0.05,2.17,1.29,0.1,4.06,1.16,0.1,10,3,51351,0,320,7,0.020933667,1.04785E-06
onverschillig,indifferent,De Deyne et al. (2014),10.65,2.23,0,2.80,1.47,0,4.05,1.70,0,3.00,1.52,0,3.95,1.36,0,2.90,1.48,0,2.30,0.92,0,13,4,119451,0,1014,110,0.841660276,0.000221486
onvervalst,original,Berrian et al. (1979),9.75,1.94,0,3.45,1.28,0,4.85,1.53,0,4.40,1.43,0,3.35,1.53,0,2.90,1.65,0,5.00,0.86,0,10,3,96258,0,108,16,NaN,NaN
onverwacht,sudden,Berrian et al. (1979),8.75,2.15,0,4.65,1.53,0,4.25,1.77,0,4.35,1.35,0,4.90,1.21,0,3.65,1.81,0,4.25,1.12,0,10,3,94187,1,1732,628,2.86804923,0.00048815
onverzorgd,unattended,De Deyne et al. (2014),8.05,2.19,0,2.65,1.42,0,4.50,1.32,0,2.55,1.05,0,4.25,1.45,0,5.70,1.17,0,2.05,0.94,0,10,3,79073,0,67,11,1.224047344,0.000112995
onvoldoende,insufficient,De Deyne et al. (2014),7.65,2.52,0,2.50,1.43,0,4.10,1.94,0,2.35,0.93,0,5.20,1.32,0,2.70,1.13,0,2.00,1.26,0,11,4,94850,0,1483,119,0.8157081,9.36749E-05
onvriendelijk,chilly,Berrian et al. (1979),6.25,2.12,0,3.65,1.57,0,5.20,1.44,0,3.45,1.79,0,5.45,1.32,0,6.05,1.23,0,2.20,0.77,0,13,4,147188,0,217,64,1.559469922,0.000302854
onwaarschijnlijk,improbable,De Deyne et al. (2014),9.30,1.84,0,4.10,1.62,0,3.60,1.79,0,3.45,1.73,0,5.10,1.65,0,2.05,1.15,0,3.00,1.12,0,16,4,111279,0,819,263,0.344052716,5.65675E-05
onweerachtig,thundery,De Deyne et al. (2014),7.90,2.15,0,4.40,1.60,0,4.90,1.52,0,5.35,1.42,0,3.40,1.14,0,6.50,0.69,0,2.35,1.18,0,12,4,122031,0,0,0,0.020066874,4.34108E-06
onwijs,foolish,van Loon - Vervoorn (1985),11.05,2.09,0.05,4.20,1.61,0,3.90,1.21,0,3.25,1.33,0,2.70,1.38,0,2.95,1.32,0,2.75,1.21,0,6,2,27560,0,30,79,0.076750431,1.96553E-05
onzeker,insecure,De Deyne et al. (2014),7.85,2.25,0,3.05,1.73,0,4.30,1.66,0,2.55,0.94,0,5.40,1.23,0,3.50,1.43,0,2.15,1.09,0,7,3,71385,0,1346,439,4.921394774,0.000734777
open,open,van Loon - Vervoorn (1985),3.83,1.43,0,4.55,1.00,0,4.05,1.88,0,4.70,1.34,0,6.25,0.97,0,5.45,1.73,0,4.80,1.15,0,4,2,45012,4,14450,13482,5.220761684,0.000791307
openbaar,open,Berrian et al. (1979),8.30,2.56,0,4.50,1.40,0,5.05,1.43,0,4.25,1.37,0,5.55,1.57,0,4.45,1.90,0,4.60,1.27,0,8,3,76423,0,2919,1024,0.594469148,0.000154378
openhartig,frank,Berrian et al. (1979),10.85,2.11,0,5.15,0.75,0,4.60,1.64,0,4.70,1.49,0,4.30,1.84,0,3.70,1.49,0,5.75,0.91,0,10,4,85041,0,308,89,0.175024073,3.27436E-05
opgewekt,bright,Berrian et al. (1979),7.00,2.36,0,6.30,0.66,0,4.40,1.19,0,5.40,0.50,0,5.05,1.57,0,5.90,1.21,0,5.70,1.08,0,8,3,33355,0,764,162,1.528650974,6.7303E-05
oprecht,sincere,van Loon - Vervoorn (1985),9.60,2.52,0,4.10,1.12,0,5.15,0.88,0,4.65,1.31,0,4.65,1.42,0,3.65,1.57,0,5.90,0.72,0,7,2,45627,1,917,686,1.156020643,0.000125117
optimistisch,optimistic,De Deyne et al. (2014),10.75,2.12,0,4.80,1.77,0,4.90,1.29,0,5.75,0.85,0,5.65,0.88,0,3.95,1.79,0,5.80,1.58,0,12,4,94356,0,420,197,0.47993178,8.9438E-05
oranje,orange,van Loon - Vervoorn (1985),4.25,1.62,0,4.65,1.66,0,6.10,1.37,0,4.35,1.39,0,5.10,1.59,0,6.80,0.70,0,4.75,1.16,0,6,3,36718,2,94,385,6.147981377,0.000893514
ordelijk,orderly,Berrian et al. (1979),7.75,2.34,0,3.50,1.24,0,4.25,1.45,0,4.45,1.23,0,4.80,1.40,0,6.15,1.57,0,5.00,1.34,0,8,3,72410,0,241,46,1.068560263,9.95292E-05
ordinair,low,Berrian et al. (1979),11.95,2.72,0,3.80,1.44,0,3.55,1.61,0,3.95,1.61,0,4.10,1.45,0,5.42,1.64,0.05,2.30,0.73,0,8,3,45484,0,238,239,0.693170233,0.000117043
origineel,original,van Loon - Vervoorn (1985),7.90,2.00,0,5.40,0.99,0,3.65,1.53,0,4.75,0.91,0,5.80,1.01,0,4.10,2.02,0,5.65,0.99,0,9,4,87399,0,574,797,1.117647979,0.000171726
oud,old,van Loon - Vervoorn (1985),4.45,3.25,0,2.60,1.31,0,4.70,1.30,0,2.90,1.25,0,5.45,1.28,0,5.80,1.36,0,3.30,1.38,0,3,1,4711,2,20423,13165,29.88249517,0.003680454
ouder,older,Berrian et al. (1979),4.95,1.79,0,3.45,1.23,0,5.60,1.50,0,3.90,1.68,0,5.85,1.23,0,5.55,1.85,0,4.40,1.27,0,5,2,58615,2,20423,1670,1.968954692,0.000215362
ovaal,oval,Berrian et al. (1979),8.10,1.41,0,2.95,1.15,0,5.65,1.57,0,3.75,1.29,0,3.16,1.61,0.05,6.45,1.39,0,3.85,1.14,0,5,2,26695,2,308,9,1.061346711,0.000287094
overleden,late,Berrian et al. (1979),6.95,2.21,0,2.00,1.97,0,6.60,0.82,0,3.45,2.04,0,4.20,1.61,0,5.20,1.82,0,1.45,0.76,0,9,4,118379,5,477,7,0.742790477,6.21191E-05
overmoedig,overconfident,van Loon - Vervoorn (1985),10.75,1.65,0,5.55,1.32,0,3.70,1.38,0,4.70,1.17,0,4.10,1.77,0,4.00,1.95,0,2.80,0.95,0,10,4,85900,0,212,40,0.128854952,3.39932E-05
overvloedig,abundant,De Deyne et al. (2014),9.50,2.06,0,5.32,1.38,0.05,3.40,1.50,0,6.00,0.79,0,3.00,1.26,0,3.25,1.45,0,3.60,1.47,0,11,4,88765,0,464,50,0.517877078,0.000101911
overweldigend,overwhelming,De Deyne et al. (2014),10.05,2.50,0,5.95,0.94,0,3.80,1.51,0,6.00,1.17,0,3.55,1.61,0,3.60,1.79,0,4.20,1.61,0,13,5,154142,0,166,112,0.567527695,0.000123512
paars,purple,van Loon - Vervoorn (1985),3.95,1.05,0,3.45,1.47,0,6.00,1.45,0,3.80,1.06,0,5.25,1.21,0,6.80,0.41,0,4.00,0.92,0,5,1,35093,6,591,328,3.544836407,0.000680707
particulier,private,van Loon - Vervoorn (1985),11.60,3.08,0,4.16,1.34,0.05,4.68,1.80,0.05,4.11,0.99,0.05,3.45,1.99,0,3.75,2.22,0,4.05,0.83,0,11,4,106069,0,1565,82,0.029604435,7.5497E-06
partijdig,biassed,van Loon - Vervoorn (1985),10.80,3.04,0,4.50,1.36,0,4.00,1.59,0,4.35,1.27,0,4.11,1.63,0.05,4.65,1.95,0,3.00,1.03,0,9,3,56012,1,81,18,0.107794557,1.40255E-05
pasgeboren,young,Berrian et al. (1979),7.20,2.09,0,4.55,1.67,0,6.50,0.61,0,2.80,1.70,0,4.05,1.88,0,6.50,1.10,0,5.35,1.14,0,10,4,87305,0,229,63,0.032627548,3.28347E-06
perfect,perfect,Berrian et al. (1979),6.10,2.53,0,5.60,1.05,0,4.80,1.70,0,5.50,1.43,0,5.95,1.23,0,4.90,2.15,0,5.70,1.42,0,7,2,55038,0,1001,6318,1.795553335,0.00018322
persoonlijk,personal,Berrian et al. (1979),8.20,2.26,0,4.50,1.10,0,5.15,1.69,0,4.20,1.36,0,5.75,0.97,0,3.05,1.88,0,5.30,1.49,0,11,3,101715,0,6389,4635,4.019073736,0.000685406
pessimistisch,pessimistic,De Deyne et al. (2014),9.85,2.13,0,2.80,1.67,0,4.20,1.54,0,3.65,1.87,0,4.40,1.47,0,3.90,1.65,0,1.75,1.02,0,13,4,98324,0,209,52,0.259096746,5.66814E-05
pienter,bright,van Loon - Vervoorn (1985),10.37,2.27,0.05,4.84,1.07,0.05,4.21,1.62,0.05,5.41,0.71,0.15,2.10,1.25,0,4.30,1.75,0,5.40,0.88,0,7,2,122252,0,129,132,0.466057962,4.52364E-05
piepjong,very young,van Loon - Vervoorn (1985),8.60,2.66,0,5.30,1.45,0,4.65,1.79,0,3.45,1.61,0,1.95,1.00,0,5.55,1.90,0,4.45,1.39,0,8,2,49627,0,48,10,0.017269082,2.98083E-06
piepklein,tiny,Berrian et al. (1979),6.15,1.79,0,3.05,1.36,0,4.90,1.77,0,2.70,1.87,0,3.65,1.73,0,6.25,1.59,0,3.10,1.17,0,9,2,64413,0,157,106,0.09090613,1.52947E-05
pietepeuterig,finical,van Loon - Vervoorn (1985),9.89,3.78,0.05,3.54,1.39,0.35,3.63,1.31,0.2,2.94,1.65,0.2,1.37,0.68,0.05,3.50,1.59,0.2,3.47,1.74,0.05,13,5,140843,0,23,12,0.067391536,2.26556E-05
pijnlijk,painful,van Loon - Vervoorn (1985),6.75,3.31,0,5.60,1.35,0,4.20,1.47,0,4.35,1.57,0,5.85,0.99,0,5.95,1.43,0,2.10,0.64,0,8,2,40909,0,1910,1028,5.018883001,0.000827084
pikant,piquant,De Deyne et al. (2014),7.00,1.89,0,5.30,1.75,0,4.25,1.37,0,5.75,1.07,0,4.55,1.36,0,4.95,1.82,0,3.75,1.45,0,6,2,31075,0,233,113,2.311511737,0.000329593
pikzwart,pitch-black,van Loon - Vervoorn (1985),7.25,3.21,0,3.35,1.95,0,5.90,1.89,0,5.60,1.73,0,3.35,1.73,0,6.65,1.14,0,3.00,1.41,0,8,2,25049,0,82,15,0.056245689,4.52331E-06
pittig,lively,De Deyne et al. (2014),9.30,2.45,0,5.95,1.36,0,3.80,1.20,0,6.05,0.83,0,3.95,1.19,0,4.05,1.61,0,4.65,1.27,0,6,2,29555,3,275,286,0.724040572,0.000187265
pittoresk,picturesque,De Deyne et al. (2014),13.74,1.24,0.05,4.11,1.60,0.1,4.00,1.41,0,4.17,1.38,0.1,2.22,1.40,0.1,5.37,1.64,0.05,3.95,1.39,0.05,9,3,48990,0,53,13,0.15297037,2.22326E-05
plaatselijk,local,Berrian et al. (1979),9.45,2.61,0,3.40,1.05,0,5.10,1.52,0,3.25,0.97,0,3.70,1.78,0,3.50,1.64,0,3.95,0.83,0,11,3,90348,0,1905,500,0.402251053,0.000140145
plakkerig,tacky,van Loon - Vervoorn (1985),7.80,1.96,0,4.00,1.49,0,3.65,1.90,0,4.50,1.15,0,3.40,1.47,0,5.40,1.54,0,3.55,1.39,0,9,3,85759,4,78,66,2.405992761,0.000368087
plantaardig,green,Berrian et al. (1979),9.70,1.92,0,3.20,1.20,0,5.70,1.34,0,3.45,1.39,0,4.00,1.78,0,5.35,1.27,0,4.50,1.00,0,11,3,83639,0,233,27,0.161573666,3.34497E-05
plastiek,plastic,De Deyne et al. (2014),5.75,1.89,0,3.40,1.39,0,6.10,1.21,0,3.60,1.23,0,5.00,1.38,0,6.45,0.83,0,3.05,0.83,0,8,2,71187,1,0,8,2.438041192,0.000521118
plat,flat,van Loon - Vervoorn (1985),4.80,1.44,0,2.65,1.14,0,4.05,1.99,0,3.00,0.97,0,4.90,1.65,0,6.25,1.33,0,3.75,0.91,0,4,1,20628,8,1536,990,4.000683896,0.001122506
platzak,broke,Berrian et al. (1979),11.00,2.97,0,3.25,1.68,0,5.85,1.39,0,2.58,1.30,0.05,3.10,1.89,0,3.89,1.52,0.05,2.00,0.79,0,7,2,26552,0,16,72,0.159320147,1.37359E-05
plezierig,pleasant,van Loon - Vervoorn (1985),5.40,1.79,0,5.65,0.59,0,5.10,1.41,0,4.85,1.31,0,5.25,1.52,0,5.10,1.62,0,5.85,0.81,0,9,3,94337,0,680,208,1.000532207,3.88972E-05
plots,sudden,van Loon - Vervoorn (1985),7.00,2.58,0,5.65,0.88,0,4.60,1.39,0,4.80,1.24,0,5.00,1.49,0,3.70,2.03,0,3.70,1.08,0,5,1,16010,3,1439,554,2.966342621,0.000361234
pluizig,fluffy,De Deyne et al. (2014),6.65,2.30,0,3.15,1.31,0,5.60,1.54,0,2.95,1.10,0,3.35,1.18,0,6.50,0.76,0,3.60,1.35,0,7,2,21543,1,56,58,0.34373608,3.93854E-05
politiek,political,van Loon - Vervoorn (1985),10.45,2.70,0,4.45,1.23,0,4.90,2.02,0,4.25,1.52,0,5.15,1.53,0,3.55,2.21,0,3.35,1.14,0,8,3,62090,0,10356,1242,16.84721633,0.002195987
populair,popular,van Loon - Vervoorn (1985),8.85,2.03,0,5.35,1.42,0,4.25,1.71,0,5.80,0.89,0,5.50,1.19,0,6.15,0.88,0,5.45,0.94,0,8,3,21795,0,1266,1019,0.908989081,0.00015391
positief,positive,Berrian et al. (1979),7.05,2.46,0,5.20,0.95,0,5.50,1.43,0,4.70,1.34,0,6.10,0.91,0,3.85,1.87,0,6.35,0.67,0,8,3,47185,0,3027,1123,8.389482552,0.001387463
pover,poor,De Deyne et al. (2014),11.75,1.89,0,2.83,1.10,0.1,2.84,1.17,0.05,2.42,1.07,0.05,2.30,1.56,0,3.72,1.81,0.1,2.30,1.17,0,5,2,56563,7,130,27,0.474177021,6.59362E-05
prachtig,splendid,van Loon - Vervoorn (1985),6.30,2.54,0,5.20,1.54,0,3.60,1.96,0,5.35,0.75,0,5.95,1.05,0,5.63,1.54,0.05,5.95,1.05,0,8,2,57263,2,4746,9663,2.761437288,0.000397846
praktisch,practical,Berrian et al. (1979),10.15,2.06,0,4.05,1.32,0,4.95,1.47,0,4.20,1.32,0,5.45,1.05,0,3.40,1.88,0,5.40,0.82,0,9,2,63892,0,3432,637,1.435659969,0.000365005
prettig,pleasurable,van Loon - Vervoorn (1985),7.15,1.69,0,5.30,1.30,0,3.80,1.54,0,4.45,1.61,0,5.10,1.33,0,5.75,1.52,0,6.10,1.02,0,7,2,45514,0,2604,2727,2.25929192,0.000117941
prikkelbaar,angry,Berrian et al. (1979),9.95,3.05,0,5.00,1.56,0,4.21,1.58,0.05,3.85,1.39,0,4.75,1.16,0,5.60,1.14,0,2.70,1.13,0,11,3,79841,0,83,49,NaN,NaN
prikkelend,pungent,Berrian et al. (1979),9.38,3.07,0,5.25,0.85,0,4.60,1.50,0,4.60,1.31,0,4.00,1.59,0,3.05,1.70,0,4.65,1.14,0,10,3,104697,0,0,2,0.272206628,0.000109243
pril,early,van Loon - Vervoorn (1985),10.60,2.09,0,3.45,1.23,0,3.95,1.57,0,3.15,1.60,0,2.32,1.25,0.05,4.30,1.81,0,4.25,0.97,0,4,1,19932,10,291,42,0.191793299,4.47776E-05
prima,excellent,van Loon - Vervoorn (1985),6.10,2.81,0,4.70,1.34,0,5.45,1.15,0,4.95,1.00,0,3.80,1.58,0,3.30,2.20,0,6.20,0.77,0,5,2,23652,2,792,12096,1.2884405,9.41468E-05
professioneel,professional,Berrian et al. (1979),10.20,2.48,0,4.60,1.05,0,5.20,1.47,0,5.15,1.09,0,3.90,1.45,0,4.10,2.20,0,5.45,0.76,0,13,4,80611,0,995,944,0.682258748,0.000112696
prompt,prompt,van Loon - Vervoorn (1985),11.84,2.36,0.05,5.36,1.01,0.3,4.53,1.22,0.05,4.13,1.02,0.2,2.32,1.16,0.05,4.00,2.12,0.15,4.00,1.03,0.1,6,1,19760,0,524,9,0.037628582,6.32613E-06
proper,clean,Berrian et al. (1979),4.60,2.04,0,3.70,1.17,0,5.30,1.45,0,4.40,1.39,0,6.00,0.92,0,6.15,0.75,0,5.65,0.81,0,6,2,64300,0,159,159,7.865391129,0.000785208
protestants,protestant,Berrian et al. (1979),10.60,2.50,0,4.35,1.27,0,5.30,1.81,0,3.90,1.17,0,2.68,1.16,0.05,3.80,1.88,0,3.45,0.94,0,11,3,94438,1,442,40,0.050785009,5.51909E-06
publiek,public,van Loon - Vervoorn (1985),7.15,1.69,0,4.70,1.45,0,5.35,1.63,0,3.95,1.10,0,4.95,1.32,0,6.30,1.08,0,4.25,1.37,0,7,2,38702,0,1122,341,2.109701963,0.000274865
puik,choice,van Loon - Vervoorn (1985),10.20,2.89,0,4.67,1.23,0.25,3.12,1.36,0.15,4.88,0.93,0.15,1.75,1.02,0,3.40,2.04,0,5.47,1.17,0.05,4,1,10206,11,32,96,0.086839861,8.47389E-06
puntig,pointed,Berrian et al. (1979),7.39,2.79,0.1,4.63,1.21,0.05,4.60,1.79,0,4.95,1.15,0,3.25,1.77,0,6.50,0.95,0,3.50,1.32,0,6,2,29881,2,245,59,0.594881059,0.000132901
purper,purple,De Deyne et al. (2014),8.60,3.17,0,3.79,1.55,0.05,5.79,1.18,0.05,3.70,1.17,0,2.55,1.36,0,6.35,1.35,0,3.55,1.10,0,6,2,54044,1,36,4,0.342442413,5.93303E-05
puur,pure,van Loon - Vervoorn (1985),7.50,2.67,0,4.10,1.45,0,3.20,1.58,0,4.65,1.39,0,5.30,1.45,0,4.70,1.38,0,5.70,0.86,0,4,1,7419,10,1521,1686,0.888144203,0.000203686
raak,home,van Loon - Vervoorn (1985),6.10,2.10,0,4.53,1.17,0.05,4.06,2.07,0.1,4.60,1.39,0,3.60,1.90,0,4.40,2.09,0,4.35,0.81,0,4,1,28988,16,422,563,0.697613648,0.000172283
raar,odd,van Loon - Vervoorn (1985),5.10,1.89,0,4.15,1.18,0,3.40,1.85,0,3.80,1.24,0,5.95,1.15,0,5.30,1.75,0,3.65,1.09,0,4,1,36120,20,1394,3970,5.646822482,0.000977798
rank,slender,van Loon - Vervoorn (1985),11.38,2.73,0.2,3.64,1.01,0.3,3.91,1.64,0.45,3.94,1.34,0.15,2.29,1.57,0.15,3.92,1.83,0.4,4.18,1.19,0.15,4,1,27530,10,189,16,0.231070321,5.66293E-05
rap,quick,Berrian et al. (1979),5.60,1.31,0,6.15,0.67,0,5.05,0.94,0,4.45,1.47,0,5.65,1.04,0,4.40,1.85,0,4.80,0.83,0,3,1,13335,20,219,287,1.593777897,0.000380782
rauw,raw,van Loon - Vervoorn (1985),7.40,2.26,0,3.00,1.49,0,4.85,1.73,0,3.95,1.70,0,3.75,1.62,0,5.40,2.11,0,2.60,1.14,0,4,1,13682,9,882,288,0.707959293,0.000200965
realistisch,realistic,De Deyne et al. (2014),9.85,2.50,0,3.75,1.16,0,4.55,1.39,0,4.60,0.94,0,5.35,1.04,0,3.50,1.88,0,4.05,1.28,0,11,4,105854,0,515,332,0.5212497,7.34078E-05
recent,recent,Berrian et al. (1979),10.40,2.41,0,4.30,1.08,0,5.45,1.64,0,3.85,1.27,0,4.75,1.86,0,3.50,1.91,0,4.55,0.76,0,6,2,61259,3,1181,498,0.373780906,3.89591E-05
recht,straight,van Loon - Vervoorn (1985),5.65,3.23,0,3.60,1.50,0,5.42,2.17,0.05,4.65,1.57,0,5.40,1.35,0,5.95,1.96,0,5.00,1.12,0,5,1,37590,2,1830,2618,5.43994223,0.001187877
rechthoekig,rectangular,Berrian et al. (1979),7.30,1.98,0,3.20,1.36,0,6.30,1.17,0,3.85,1.31,0,3.95,1.50,0,6.95,0.22,0,3.80,0.89,0,11,3,68873,0,239,16,0.163956385,7.69289E-05
rechtlijnig,straight,Berrian et al. (1979),10.20,2.12,0,3.42,1.26,0.05,6.05,1.03,0.05,4.40,1.57,0,3.05,1.61,0,5.70,1.45,0,4.65,1.04,0,11,3,73608,0,132,15,NaN,NaN
rechts,right,van Loon - Vervoorn (1985),5.15,1.27,0,3.65,1.18,0,5.65,1.81,0,4.80,1.28,0,6.50,0.83,0,6.00,1.72,0,3.25,1.16,0,6,1,41666,1,1751,2846,2.168969565,0.000412959
redelijk,reasonable,van Loon - Vervoorn (1985),8.65,2.74,0,3.65,0.67,0,3.40,1.47,0,3.55,1.00,0,5.60,1.35,0,3.35,2.03,0,4.60,0.82,0,8,3,77656,2,2470,1345,1.339467257,0.000158602
reëel,real,Berrian et al. (1979),11.80,2.46,0,3.80,1.28,0,4.10,2.27,0,4.75,1.29,0,4.45,1.64,0,3.80,2.04,0,5.20,0.77,0,5,2,34009,5,1307,92,0.485638267,4.35084E-05
regelmatig,regular,van Loon - Vervoorn (1985),8.55,1.88,0,4.55,1.00,0,4.05,1.28,0,4.65,1.31,0,4.95,1.19,0,3.45,2.06,0,5.15,1.04,0,10,4,86056,0,2775,463,1.246063076,0.000148371
regenachtig,rainy,De Deyne et al. (2014),6.45,1.79,0,3.65,1.31,0,5.55,1.23,0,3.80,1.51,0,4.40,1.23,0,6.45,0.76,0,2.55,1.10,0,11,4,113863,0,121,52,0.307898249,0.000124121
regulier,regular,Berrian et al. (1979),12.80,2.12,0,3.50,1.10,0,3.39,1.65,0.1,3.61,0.98,0.1,2.90,1.37,0,3.79,2.18,0.05,4.16,0.69,0.05,8,3,89712,0,51,36,0.010366442,1.77028E-06
rein,clean,van Loon - Vervoorn (1985),10.70,2.60,0,3.32,0.95,0.05,3.75,1.37,0,3.65,1.18,0,2.65,1.60,0,3.90,1.52,0,4.65,1.42,0,4,1,42137,8,356,82,0.848055069,0.000137961
resoluut,resolute,van Loon - Vervoorn (1985),13.45,2.11,0,4.50,1.54,0.1,4.11,1.68,0.1,5.88,0.96,0.2,2.35,1.53,0,3.05,1.85,0,3.84,1.26,0.05,8,3,35075,0,339,32,0.145207912,2.57796E-05
reusachtig,huge,Berrian et al. (1979),6.70,1.89,0,5.20,1.36,0,4.90,1.45,0,6.20,0.77,0,3.45,1.47,0,6.25,1.02,0,4.55,1.43,0,10,3,65624,0,1150,218,0.459940204,2.83146E-05
rijk,rich,van Loon - Vervoorn (1985),5.50,1.61,0,4.60,1.64,0,5.45,1.50,0,4.95,0.94,0,5.50,1.61,0,5.30,1.53,0,5.25,1.12,0,4,1,26191,14,2691,4683,10.32129444,0.001608289
rijp,ripe,van Loon - Vervoorn (1985),7.35,2.62,0,4.60,1.31,0,3.85,1.39,0,4.70,1.13,0,4.75,1.65,0,5.05,1.88,0,5.00,0.86,0,4,1,24021,8,1089,429,0.223570829,7.67369E-05
rijzig,tall,Berrian et al. (1979),11.19,3.47,0.2,4.00,1.48,0.4,3.43,1.34,0.3,4.00,1.25,0.5,2.00,1.29,0.05,3.57,2.24,0.3,4.00,1.03,0.2,6,2,33266,3,103,1,0.075970519,1.05956E-05
ritmisch,rhythmic,De Deyne et al. (2014),8.45,3.05,0,5.10,1.33,0,4.70,1.34,0,4.90,1.29,0,3.70,1.34,0,4.55,1.85,0,5.00,1.26,0,8,2,55864,0,369,18,0.096741828,1.46666E-05
roerloos,immovable,van Loon - Vervoorn (1985),10.95,2.04,0.05,3.12,2.06,0.15,3.84,1.89,0.05,3.32,1.53,0.05,1.85,1.04,0,3.50,1.99,0,2.85,1.09,0,8,2,79333,1,881,13,0.085502138,5.65772E-05
