word_chinese-gsdsimp,word_zhuyin,frequency,familiar_mean,ambiguity_mean,naming_accuracy,naming_rt
澆,ㄐㄧㄠ,74,4.1,1.1538,0.8,795
澇,ㄌㄠˋ,2,1.95,1.5385,0.95,823
澗,ㄐㄧㄢˋ,18,3.175,1.3077,0.8,847
熛,ㄅㄧㄠ,7,2.05,1,0.25,964
熠,ㄧˋ,1,2.5,1.1538,0.4,956
熬,ㄠ,96,5.025,2.1538,0.9,649
熱,ㄖㄜˋ,4846,6.1,2.6154,0.95,638
犛,ㄌㄧˊ,13,2.85,1.0769,0.85,795
獎,ㄐㄧㄤˇ,5158,4.925,2.0769,0.9,725
獒,ㄠˊ,21,2.325,1,0.9,856
獗,ㄐㄩㄝˊ,125,3.425,1.1538,0.85,873
獠,ㄌㄧㄠˊ,3,3.05,1.6154,0.95,775
瑩,ㄧㄥˊ,162,4.625,1.4615,0.85,725
瑾,ㄐㄧㄣˇ,52,3.375,1.3846,0.95,733
璀,ㄘㄨㄟˇ,17,3.325,1.0769,0.9,837
璃,ㄌㄧˊ,532,4.275,1.1538,0.8,717
璉,ㄌㄧㄢˊ,7,2.825,1.1538,0.95,686
璋,ㄓㄤ,211,3.25,1.3077,0.8,729
畿,ㄐㄧ,2,2.8,1,0.85,860
瘟,ㄨㄣ,21,3.625,1.2308,0.75,849
瘠,ㄐㄧˊ,18,3.075,1.4615,0.75,938
瘡,ㄔㄨㄤ,87,3.85,1.1538,0.6,869
瘤,ㄌㄧㄡˊ,126,3.9,1.3077,0.75,673
瘦,ㄕㄡˋ,166,5.5,1.4615,0.85,688
皺,ㄓㄡˋ,38,4.4,1.3846,0.85,729
盤,ㄆㄢˊ,6454,5.05,2.5385,0.85,601
瞇,ㄇㄧ,20,3.925,1.1538,0.8,679
瞋,ㄔㄣ,2,2.75,1.1538,0.4,977
瞌,ㄎㄜ,36,4.375,1.2308,0.85,714
瞎,ㄒㄧㄚ,69,4.925,1.8462,0.95,741
瞑,ㄇㄧㄥˊ,5,3.975,1.4615,0.8,767
確,ㄑㄩㄝˋ,6172,5.825,2.2308,0.8,682
碼,ㄇㄚˇ,2364,4.425,2.3077,0.85,728
碾,ㄋㄧㄢˇ,40,3.45,1.4615,0.35,880
磋,ㄘㄨㄛ,218,3.675,1.0769,0.8,815
磐,ㄆㄢˊ,29,3.375,1.4615,0.8,845
磕,ㄎㄜ,10,3.725,1.0769,0.85,775
稻,ㄉㄠˋ,611,4.475,1.2308,0.95,758
稼,ㄐㄧㄚˋ,66,3.3,1.3846,0.8,879
稿,ㄍㄠˇ,494,4.375,1.3846,0.75,715
穀,ㄍㄨˇ,159,4.525,1.6154,0.6,744
窯,ㄧㄠˊ,72,3.65,1.5385,0.75,751
箭,ㄐㄧㄢˋ,389,4.3,1.9231,0.9,741
箱,ㄒㄧㄤ,1351,5.425,1.3846,0.95,735
箴,ㄓㄣ,20,3.6,1.6154,0.35,983
篆,ㄓㄨㄢˋ,28,3.075,1.1538,0.6,926
篇,ㄆㄧㄢ,515,5.5,1.7692,0.85,624
糊,ㄏㄨˋ,292,4.775,2.2308,0.95,764
緘,ㄐㄧㄢ,55,3.425,1.6923,0.65,895
線,ㄒㄧㄢˋ,11767,5.55,2.6154,0.95,725
緝,ㄑㄧˋ,2037,4.975,1.6923,0.5,845
緞,ㄉㄨㄢˋ,43,3.975,1.1538,0.9,793
締,ㄉㄧˋ,2829,3.95,1.6154,0.9,749
緣,ㄩㄢˊ,854,5,1.8462,1,620
編,ㄅㄧㄢ,3121,5.025,2.2308,0.95,673
緩,ㄏㄨㄢˇ,1669,5.05,1.9231,0.9,736
緬,ㄇㄧㄢˇ,132,3.625,1.3077,1,723
緯,ㄨㄟˇ,204,4.075,1.5385,0.9,786
緲,ㄇㄧㄠˇ,2,3.25,1.6154,0.95,718
練,ㄌㄧㄢˋ,3141,5.75,2.3077,0.8,622
緹,ㄊㄧˊ,4,2.45,1.0769,1,797
罵,ㄇㄚˋ,529,5.525,1.5385,0.9,661
羯,ㄐㄧㄝˊ,2,3.7,1.2308,0.7,851
翩,ㄆㄧㄢ,30,3.85,1.3077,0.75,777
耦,ㄡˇ,6,2.625,1.2308,0.2,919
膛,ㄊㄤˊ,35,3.55,1.2308,0.9,742
膠,ㄐㄧㄠ,1448,4.975,1.9231,0.75,866
舖,ㄆㄨ,703,4.625,2.1538,0.95,733
蓬,ㄆㄥ,272,3.875,2.2308,0.65,631
蓮,ㄌㄧㄢˊ,2138,4.85,1.4615,1,681
蓽,ㄅㄧˋ,3,2.025,1,0.9,826
蓿,ㄙㄨˋ,1,2.725,1,1,914
蔓,ㄇㄢˋ,199,3.925,1.7692,0.95,718
蔗,ㄓㄜˋ,197,4.675,1.0769,0.95,798
蔚,ㄨㄟˋ,131,3.875,1.9231,0.75,685
蔡,ㄘㄞˋ,3664,5.3,1.1538,0.95,693
蔣,ㄐㄧㄤˇ,1425,4.125,1.1538,0.95,767
蔥,ㄘㄨㄥ,40,4.45,1.4615,0.95,628
蔽,ㄅㄧˋ,111,3.9,1.6923,0.65,844
蝎,ㄒㄧㄝ,1,2.25,1.1538,0.2,886
蝗,ㄏㄨㄤˊ,4,3.7,1,0.95,793
蝙,ㄅㄧㄢ,15,3.7,1,0.9,740
蝟,ㄨㄟˋ,2,2.725,1.0769,0.9,755
蝠,ㄈㄨˊ,15,3.55,1,1,696
蝦,ㄏㄚˊ,377,5.125,1.2308,0.95,784
蝴,ㄏㄨˊ,112,4.575,1,0.95,699
蝶,ㄉㄧㄝˊ,191,4.5,1,0.95,731
蝸,ㄍㄨㄚ,92,4.2,1.1538,0.35,851
螂,ㄌㄤˊ,69,4.475,1.2308,1,742
衛,ㄨㄟˋ,4641,5.3,2.3846,0.9,633
衝,ㄔㄨㄥ,2802,5.575,2.1538,1,663
複,ㄈㄨˋ,1170,5.65,2.3077,0.75,710
褊,ㄅㄧㄢˇ,7,2.575,1.0769,0.25,953
褐,ㄏㄜˊ,32,3.75,1.6923,0.8,893
褒,ㄅㄠ,82,3.6,1.1538,0.95,833
褓,ㄅㄠˇ,14,3.775,1.4615,0.8,719
褙,ㄅㄟˋ,9,2.6,1.0769,0.75,883
誕,ㄉㄢˋ,903,4.825,1.7692,0.85,727
課,ㄎㄜˋ,4983,6,2.7692,1,648
誹,ㄈㄟˇ,35,3.55,1.7692,0.9,841
諂,ㄔㄢˇ,5,4.4,1.0769,0.4,841
諄,ㄓㄨㄣ,44,4.075,1.2308,0.55,953
談,ㄊㄢˊ,6954,5.95,2.1538,0.95,654
諉,ㄨㄟˇ,94,2.85,1.3846,0.6,787
請,ㄑㄧㄥˇ,12270,6.325,2.3846,1,698
諍,ㄓㄥ,10,3.1,1.3077,0.95,995
諒,ㄌㄧㄤˋ,446,5.05,1.8462,0.8,666
諸,ㄓㄨ,1389,4.55,2.3077,0.75,735
豌,ㄨㄢ,39,3.65,1,0.65,783
豎,ㄕㄨˋ,149,4.05,1.8462,0.9,768
豬,ㄓㄨ,1723,6.3,1.8462,0.95,745
賞,ㄕㄤˋ,1578,5.225,2.4615,0.8,722
賠,ㄆㄟˊ,1348,5.125,1.6923,0.95,607
賤,ㄐㄧㄢˋ,97,5.4,1.6923,0.85,770
賦,ㄈㄨˋ,420,4.5,2.1538,0.95,704
賬,ㄓㄤˋ,12,3.55,1.3846,0.85,804
賭,ㄉㄨˇ,2212,5.2,1.6923,0.9,677
趟,ㄊㄤˋ,208,5.25,1.2308,1,723
趣,ㄑㄩˋ,1857,5.7,1.7692,0.9,681
踐,ㄐㄧㄢˋ,222,4.3,2.1538,0.65,765
踝,ㄏㄨㄞˊ,23,3.825,1.1538,0.45,961
踞,ㄐㄩˋ,27,3.575,1.4615,0.85,824
踟,ㄔˊ,2,3.075,1,0.15,1022
踢,ㄊㄧ,113,4.925,1.3846,0.95,602
踩,ㄘㄞˇ,142,5.275,1.3846,1,724
躺,ㄊㄤˇ,157,5,1.3077,0.85,721
輛,ㄌㄧㄤˋ,3062,5.475,1.3077,0.95,720
輝,ㄏㄨㄟ,2651,4.95,1.4615,0.9,647
輟,ㄔㄨㄛˋ,74,4.075,1.3846,0.85,896
輩,ㄅㄟˋ,478,4.85,2.0769,0.7,685
輪,ㄌㄨㄣˊ,2259,5.175,2.1538,0.9,614
遨,ㄠˊ,14,3.6,1.3846,0.65,866
適,ㄕˋ,4700,5.725,2.4615,0.95,783
遭,ㄗㄠ,6666,5.175,1.8462,0.8,726
遮,ㄓㄜ,208,4.225,2.1538,0.95,712
鄧,ㄉㄥˋ,788,4,1.0769,0.9,710
鄰,ㄌㄧㄣˊ,1738,4.975,1.7692,0.95,651
鄲,ㄉㄢ,1,2.4,1,0.35,988
醃,ㄧㄢ,37,3.675,1.1538,0.9,776
醇,ㄔㄨㄣˊ,109,4.3,1.6923,0.85,803
醉,ㄗㄨㄟˋ,830,5.15,1.7692,1,705
醋,ㄘㄨˋ,63,4.95,1.8462,0.85,698
銲,ㄏㄢˋ,110,2.875,1.1538,0.9,765
銳,ㄖㄨㄟˋ,397,4.5,1.9231,1,710
銷,ㄒㄧㄠ,7851,4.35,1.9231,0.95,788
銻,ㄊㄧˋ,2,2.625,1,0.65,823
鋁,ㄌㄩˇ,339,4.15,1.1538,0.9,689
鋅,ㄒㄧㄣ,48,3.325,1,0.75,872
鋌,ㄊㄧㄥˋ,39,2.95,1.1538,0.9,684
鋒,ㄈㄥ,851,5.15,2.8462,1,660
鋕,ㄓˋ,4,1.625,1,0.9,757
鋤,ㄔㄨˊ,21,3.525,1.5385,0.8,829
鋰,ㄌㄧˇ,3,3.45,1.0769,0.9,695
閫,ㄎㄨㄣˇ,1,1.3,1,0.85,930
閭,ㄌㄩˊ,5,3.1,1.1538,0.8,848
閱,ㄩㄝˋ,570,5.325,1.2308,0.95,653
霄,ㄒㄧㄠ,168,3.3,1.3846,0.9,873
霆,ㄊㄧㄥˊ,57,3.85,1.1538,0.95,784
震,ㄓㄣˋ,2103,4.8,2.1538,1,716
霉,ㄇㄟˊ,51,4.575,2,0.9,651
靚,ㄐㄧㄥˋ,9,3.475,1.3846,0.4,837
靠,ㄎㄠˋ,1577,5.6,2.1538,1,637
鞋,ㄒㄧㄝˊ,705,6.15,1.0769,0.95,763
鞍,ㄢ,38,3.5,1.3846,0.9,728
颳,ㄍㄨㄚ,6,3.85,1.2308,0.85,727
餒,ㄋㄟˇ,39,4.1,1.3077,0.8,758
餓,ㄜˋ,115,5.675,1.2308,0.9,724
餘,ㄩˊ,10193,5.4,1.9231,0.85,643
駐,ㄓㄨˋ,1996,4.575,1.6923,1,740
駒,ㄐㄩ,44,3.45,1.0769,0.55,844
駕,ㄐㄧㄚˋ,2355,5.175,2.3077,0.95,709
駝,ㄊㄨㄛˊ,88,4.125,1.4615,0.9,627
駟,ㄙˋ,4,3.025,1.1538,0.9,829
骷,ㄎㄨ,11,4.25,1.0769,0.7,854
髮,ㄈㄚˇ,1047,5.45,1.9231,0.85,720
髯,ㄖㄢˊ,2,2.5,1.1538,0.8,927
鬧,ㄋㄠˋ,1299,5.475,2.3077,0.85,655
魄,ㄆㄛˋ,190,4.65,1.8462,0.9,696
魅,ㄇㄟˋ,178,4.5,2.0769,0.9,676
魴,ㄈㄤˊ,1,1.725,1.1538,0.7,767
鴉,ㄧㄚ,48,4.65,2,0.9,746
麩,ㄈㄨ,1,2.375,1.0769,0.6,923
麾,ㄏㄨㄟ,12,3.525,1.5385,0.15,761
儐,ㄅㄧㄣ,2,2.825,1.3846,0.95,804
儒,ㄖㄨˊ,251,4.425,2.5385,0.75,672
儔,ㄔㄡˊ,1,2.55,1.0769,0.5,770
儕,ㄔㄞˊ,12,4,1.3846,0.25,1193
冀,ㄐㄧˋ,90,3.875,1.6154,0.7,860
凝,ㄋㄧㄥˊ,426,5.1,2.2308,0.75,701
劑,ㄐㄧˋ,749,5.325,1.9231,0.85,796
勳,ㄒㄩㄣ,371,4.125,1.5385,0.95,811
叡,ㄖㄨㄟˋ,3,2.475,1,0.7,761
噙,ㄑㄧㄣˊ,5,2.05,1.0769,0.7,805
噢,ㄡˋ,5,4.95,1.0769,0.6,865
噤,ㄐㄧㄣˋ,12,3.225,1.0769,0.9,803
噪,ㄗㄠˋ,450,4.8,1.5385,0.85,720
噯,ㄞˋ,5,3.025,1.1538,0.95,850
噹,ㄉㄤ,79,4.825,1.7692,0.9,769
墾,ㄎㄣˇ,411,4.675,1.5385,0.9,716
壁,ㄅㄧˋ,619,5.075,2,0.95,698
壇,ㄊㄢˊ,1174,4.225,1.6923,0.9,665
嬖,ㄅㄧˋ,1,1.975,1.0769,0.15,1277
嬗,ㄕㄢˋ,5,2.425,1.2308,0.45,1028
寰,ㄏㄨㄢˊ,88,3.3,1.3846,0.95,844
廨,ㄒㄧㄝˋ,1,2,1.1538,0.55,1172
廩,ㄌㄧㄣˇ,3,2.75,1.1538,0.4,882
徼,ㄐㄧㄠˋ,2,1.85,1.1538,0.4,975
憨,ㄏㄢ,37,4.1,1.3846,0.85,698
憶,ㄧˋ,483,5.45,1.5385,0.8,706
憾,ㄏㄢˋ,484,4.8,1.6154,0.9,692
懈,ㄒㄧㄝˋ,99,4.05,1.1538,0.8,818
懊,ㄠˋ,60,4.25,1.2308,0.9,812
懍,ㄌㄧㄣˇ,3,3.225,1.3846,0.65,781
戰,ㄓㄢˋ,9662,5.2,2.5385,0.85,742
撻,ㄊㄚˋ,39,2.95,1.2308,0.5,823
撼,ㄏㄢˋ,203,4.725,1.7692,0.95,813
撿,ㄐㄧㄢˇ,209,5.4,1.6154,1,740
擂,ㄌㄟˋ,27,3.325,1.4615,0.9,766
擅,ㄕㄢˋ,431,4.525,1.4615,0.85,789
擇,ㄗㄜˊ,2053,5.375,1.4615,1,752
擋,ㄉㄤˋ,486,5.2,1.3846,0.9,750
操,ㄘㄠ,2002,5.1,3.0769,0.85,758
擒,ㄑㄧㄣˊ,121,3.875,1.1538,0.9,712
據,ㄐㄩˋ,15788,5.5,2.5385,0.9,697
整,ㄓㄥˇ,10424,5.65,3.1538,0.95,695
曄,ㄧㄝˋ,10,3.1,1.3077,0.3,956
曆,ㄌㄧˋ,531,5.025,1.3077,0.9,704
曉,ㄒㄧㄠˇ,796,5.1,2.5385,0.95,775
樵,ㄑㄧㄠˊ,84,3.7,1.6923,0.8,780
樸,ㄆㄨˊ,254,4.85,1.6923,0.85,629
樹,ㄕㄨˋ,2764,5.5,2.9231,1,718
樺,ㄏㄨㄚˋ,64,4,1.0769,0.95,799
樽,ㄗㄨㄣ,13,2.875,1.3077,0.85,796
橄,ㄍㄢˇ,73,3.3,1,0.85,784
橋,ㄑㄧㄠˊ,3166,5.15,2,0.85,656
橘,ㄐㄩˊ,53,5.175,1.3846,0.8,708
橙,ㄔㄥˊ,62,4.4,1.7692,0.8,696
機,ㄐㄧ,25385,6,3.1538,0.8,691
橡,ㄒㄧㄤˋ,274,3.775,1.6923,0.8,797
歔,ㄒㄩ,1,2.475,1.1538,0.5,848
歷,ㄌㄧˋ,3578,5.1,2.6154,0.95,613
殪,ㄧˋ,1,1.8,1.2308,0.4,834
殫,ㄉㄢ,1,2.525,1.0769,0.5,586
澡,ㄗㄠˇ,111,5.8,1.3077,0.8,696
澤,ㄗㄜˊ,987,4.65,2.3846,0.85,737
澧,ㄌㄧˇ,1,2.225,1.0769,0.8,806
澱,ㄉㄧㄢˋ,52,4.075,1.8462,1,713
澳,ㄠˋ,2027,4.5,1.4615,0.95,672
激,ㄐㄧ,2861,5.525,2.9231,0.8,743
濁,ㄓㄨㄛˊ,243,4.875,1.3846,0.9,697
濃,ㄋㄨㄥˊ,1202,5.25,1.9231,0.85,615
熹,ㄒㄧ,24,2.775,1.2308,0.85,876
熾,ㄔˋ,72,3.225,1.3077,0.2,890
燁,ㄧㄝˋ,137,2.425,1.0769,0.15,651
燃,ㄖㄢˊ,1130,4.575,1.3846,0.85,758
燄,ㄧㄢˋ,11,3.35,1.3077,0.95,768
燈,ㄉㄥ,1718,5.775,1.7692,1,695
燉,ㄉㄨㄣˋ,44,3.95,1.3846,0.85,800
燐,ㄌㄧㄣˊ,13,2.65,1,0.5,789
燒,ㄕㄠ,1560,5.45,2.0769,0.9,730
燙,ㄊㄤˋ,241,5.05,1.9231,0.9,604
獨,ㄉㄨˊ,4167,5.65,1.9231,0.9,731
獪,ㄎㄨㄞˋ,1,3.025,1,0.55,772
璜,ㄏㄨㄤˊ,14,2.75,1.6154,0.85,684
璞,ㄆㄨˊ,33,3.75,1.3846,0.85,719
璠,ㄈㄢˊ,11,2.075,1,0.3,997
璣,ㄐㄧ,6,2.175,1.3077,0.8,796
甌,ㄡ,13,2.7,1.2308,0.55,794
瘰,ㄌㄨㄛˇ,1,1.45,1,0.1,732
瘴,ㄓㄤ,20,3.025,1.1538,0.95,789
瘼,ㄇㄛˋ,11,1.7,1.0769,0.9,902
瞞,ㄇㄢˊ,94,4.6,1.3846,0.95,735
瞠,ㄔㄥ,18,3.675,1.0769,0.25,1014
瞥,ㄆㄧㄝ,38,3.975,1.1538,0.7,712
磚,ㄓㄨㄢ,354,4.425,1.1538,0.9,719
積,ㄐㄧ,6033,5.3,2.6154,0.8,737
篙,ㄍㄠ,12,2.85,1.0769,0.5,915
篤,ㄉㄨˇ,174,4.175,1.3077,0.9,759
篩,ㄕㄞ,172,4.05,1.5385,0.8,788
糕,ㄍㄠ,246,5.125,2.3077,0.9,648
糖,ㄊㄤˊ,1237,5.45,1.3077,0.9,673
縈,ㄧㄥˊ,45,3.05,1.4615,0.85,838
縊,ㄧˋ,12,2.925,1.3077,0.7,867
縐,ㄓㄡ,16,3.125,1.2308,0.55,848
縑,ㄐㄧㄢ,1,2.325,1.1538,0.35,879
縛,ㄈㄨˋ,87,3.5,1.3846,0.85,916
縝,ㄓㄣˇ,48,3,1.1538,0.75,971
縟,ㄖㄨˋ,3,2.775,1.1538,0.85,828
膨,ㄆㄥˊ,451,4.425,1.4615,0.9,722
膳,ㄕㄢˋ,28,3.65,1.4615,0.85,793
臻,ㄓㄣ,117,3.075,1.3077,0.65,831
艘,ㄙㄠ,755,3.725,1.0769,0.6,838
艙,ㄘㄤ,216,3.55,1.0769,0.8,771
蕈,ㄒㄩㄣˋ,2,3.3,1,0.3,919
蕉,ㄐㄧㄠ,250,4.8,1.3846,1,649
蕘,ㄖㄠˊ,1,2.125,1,0.15,894
蕙,ㄏㄨㄟˋ,164,4.125,1.3077,0.95,670
蕞,ㄗㄨㄟˋ,1,2.1,1.1538,0.25,951
蕨,ㄐㄩㄝˊ,11,3.625,1.2308,0.95,835
蕩,ㄉㄤˋ,393,4.475,2.5385,1,663
蕪,ㄨˊ,49,3.2,1.3077,0.9,761
蕭,ㄒㄧㄠ,117,4.675,2.2308,0.9,789
螃,ㄆㄤˊ,13,3.95,1,0.9,707
融,ㄖㄨㄥˊ,4135,4.7,2.5385,0.95,622
螞,ㄇㄚ,30,4.325,1,0.9,709
螟,ㄇㄧㄥˊ,6,2.05,1,0.9,759
螢,ㄧㄥˊ,205,4.55,1.3846,0.9,668
褥,ㄖㄨˋ,6,3.55,1.3846,0.85,768
褪,ㄊㄨㄣˋ,63,4.35,1.6923,0.85,707
褫,ㄔˇ,21,3.425,1,0.15,1169
覦,ㄩˊ,83,3.35,1.1538,0.6,936
諜,ㄉㄧㄝˊ,65,4.075,1.2308,0.95,785
諢,ㄏㄨㄣˋ,3,2.6,1.4615,0.1,691
諤,ㄜˋ,1,2.8,1.2308,0.9,793
諦,ㄉㄧˋ,50,3.875,1.2308,0.75,789
諧,ㄒㄧㄝˊ,448,5.3,2.1538,0.9,965
諫,ㄐㄧㄢˋ,1,3.55,1.3077,0.45,835
諭,ㄩˋ,185,3.85,1.3077,1,744
諱,ㄏㄨㄟˋ,389,3.925,1.3077,0.4,751
諳,ㄢ,92,2.625,1.4615,0.75,818
諺,ㄧㄢˋ,35,3.875,1.1538,0.85,782
諾,ㄋㄨㄛˋ,1528,5,1.8462,0.8,745
謀,ㄇㄡˊ,1160,5.25,2.3846,0.85,646
謁,ㄧㄝˋ,21,3.1,1.2308,0.25,830
謂,ㄨㄟˋ,1674,5.775,2.3077,1,669
謔,ㄋㄩㄝˋ,18,3.425,1.0769,0.75,811
貓,ㄇㄠ,410,5.475,1.3077,1,646
賴,ㄌㄞˋ,2542,5.5,2.5385,0.85,685
踰,ㄩˊ,24,3.325,1.4615,0.95,743
踱,ㄉㄨㄛˋ,8,3.925,1.2308,0.6,853
踴,ㄩㄥˇ,382,4.35,1.2308,0.85,729
踵,ㄓㄨㄥˇ,47,3.525,1.6154,0.8,703
踹,ㄔㄨㄞˋ,9,3.975,1.3077,0.95,836
蹂,ㄖㄡˊ,36,3.775,1.0769,0.9,784
蹄,ㄊㄧˊ,65,4.05,1.5385,0.55,755
輯,ㄐㄧˊ,633,4.475,2.0769,0.7,875
輸,ㄕㄨ,2546,5.325,2.2308,0.95,745
輻,ㄈㄨˊ,98,4.4,2,1,758
辦,ㄅㄢˋ,21594,5.575,2.5385,0.85,702
辨,ㄅㄧㄢˋ,323,5.575,1.6154,0.7,790
遲,ㄔˊ,1243,5.525,1.9231,1,664
遴,ㄌㄧㄣˊ,228,2.45,1.2308,0.65,643
遵,ㄗㄨㄣ,505,4.9,1.4615,0.85,701
遶,ㄖㄠˋ,9,2.65,1.2308,0.35,914
選,ㄒㄩㄢˇ,18923,5.725,1.4615,0.95,745
遺,ㄧˊ,1895,5.1,1.9231,0.85,693
遼,ㄌㄧㄠˊ,100,4.225,1.5385,0.9,670
醍,ㄊㄧˊ,3,3.15,1.0769,0.9,753
醐,ㄏㄨˊ,3,3.55,1.1538,0.8,743
醒,ㄒㄧㄥˇ,979,5.55,2.1538,0.95,739
鋼,ㄍㄤ,2148,4.525,1.7692,0.95,651
錄,ㄌㄨˋ,3956,5.175,2.3846,0.85,687
錕,ㄎㄨㄣ,24,2.2,1,0.9,861
錚,ㄓㄥ,79,3.225,1.3077,0.85,902
錠,ㄉㄧㄥˋ,38,3.375,1.3077,0.85,774
錡,ㄑㄧˊ,50,2.35,1.2308,0.95,934
錢,ㄑㄧㄢˊ,4663,6.375,1.3077,0.85,652
錦,ㄐㄧㄣˇ,1817,5.075,1.8462,0.75,781
錫,ㄒㄧˊ,820,3.875,1.3846,0.75,781
錮,ㄍㄨˋ,15,2.825,1.1538,0.75,753
錳,ㄇㄥˇ,5,2.8,1.0769,0.9,742
錶,ㄅㄧㄠˇ,413,4.825,1.4615,0.9,643
閹,ㄧㄢ,30,3.45,1.2308,0.8,756
閻,ㄧㄢˊ,72,3.275,1.3846,0.8,948
閽,ㄏㄨㄣ,1,1.95,1.0769,0.75,894
閾,ㄩˋ,2,3,1.0769,0.55,841
隧,ㄙㄨㄟˋ,230,4.25,1.2308,0.75,783
隨,ㄙㄨㄟˊ,5412,5.725,2.3077,1,719
險,ㄒㄧㄢˇ,3827,5.2,1.6923,0.9,769
雕,ㄉㄧㄠ,699,4.775,1.3846,1,657
霎,ㄕㄚˋ,1,2.95,1,0.5,740
霏,ㄈㄟ,21,3.1,1.3846,1,809
霓,ㄋㄧˊ,56,3.95,1.2308,0.8,758
靛,ㄉㄧㄢˋ,1,2.975,1.0769,0.35,865
鞘,ㄑㄧㄠˋ,2,3.625,1.2308,0.35,760
頰,ㄐㄧㄚˊ,76,4.75,1.4615,0.85,765
頸,ㄐㄧㄥˇ,584,5,1.2308,0.9,747
餛,ㄏㄨㄣˊ,2,4.025,1.0769,0.4,1043
餞,ㄐㄧㄢˋ,16,4.075,2.0769,0.9,851
餡,ㄒㄧㄢˋ,46,4.2,1.1538,0.9,889
館,ㄍㄨㄢˇ,3893,4.85,1.8462,0.9,637
駢,ㄆㄧㄢˊ,8,2.825,1.1538,0.25,1025
駭,ㄏㄞˋ,60,4.4,1.5385,0.85,714
駱,ㄌㄨㄛˋ,62,3.85,1.1538,0.85,800
骸,ㄏㄞˊ,38,4.1,1.7692,0.95,777
骼,ㄍㄜˊ,17,4.325,1.0769,0.9,884
髹,ㄒㄧㄡ,1,1.25,1.0769,0.55,1112
髻,ㄐㄧˋ,7,2.8,1.2308,0.6,877
鮑,ㄅㄠˋ,170,3.85,1.1538,0.9,856
鴒,ㄌㄧㄥˊ,1,2.3,1.0769,0.5,930
鴕,ㄊㄨㄛˊ,10,3.375,1,1,678
鴛,ㄩㄢ,25,4.575,1,0.85,764
鴣,ㄍㄨ,2,2.6,1,0.6,876
鴦,ㄧㄤ,23,3.8,1,0.75,758
鴨,ㄧㄚ,490,5.3,1.3846,0.9,682
黔,ㄑㄧㄢˊ,19,3.1,1.4615,0.45,1024
儡,ㄌㄟˇ,21,3.25,1,0.85,706
優,ㄧㄡ,4686,5.425,2.2308,0.9,697
勵,ㄌㄧˋ,2114,5.475,1.3077,1,631
嚀,ㄋㄧㄥˊ,46,4.55,1.0769,0.85,745
嚅,ㄖㄨˊ,2,2.375,1.0769,0.55,871
嚎,ㄏㄠˊ,33,3.6,1.1538,0.9,912
壎,ㄒㄩㄢ,3,2.325,1,0.05,964
壓,ㄧㄚ,4812,5.775,2.0769,0.9,711
壕,ㄏㄠˊ,19,2.925,1.0769,0.9,773
嬪,ㄆㄧㄣˊ,2,3.7,1.0769,0.35,801
孺,ㄖㄨˊ,22,4,1.2308,0.8,751
尷,ㄍㄢ,224,4.75,1.1538,0.4,743
嶼,ㄩˇ,386,4,1.0769,0.95,784
幫,ㄅㄤ,1963,5.7,2.2308,0.85,676
彌,ㄇㄧˊ,554,4.1,2.3077,0.75,647
懇,ㄎㄣˇ,255,4.85,1.3846,0.85,665
懦,ㄋㄨㄛˋ,23,4.3,1.5385,0.65,913
戴,ㄉㄞˋ,1057,5.275,2.0769,0.9,731
擊,ㄐㄧˊ,6024,5.375,2.2308,0.9,697
擎,ㄑㄧㄥˊ,289,4.075,1.4615,0.8,887
擘,ㄅㄛˋ,25,2.875,1.3846,0.2,1095
擠,ㄐㄧˇ,664,5.275,2.1538,0.75,709
擢,ㄓㄨㄛˊ,56,2.95,1.1538,0.85,959
擬,ㄋㄧˇ,2867,5.025,2.0769,0.8,717
擰,ㄋㄧㄥˊ,1,3.725,1.3846,0.85,772
斂,ㄌㄧㄢˋ,51,3.925,1.8462,0.9,760
斃,ㄅㄧˋ,320,4.45,1.4615,0.9,667
曖,ㄞˋ,61,3.675,1.3846,0.9,757
曙,ㄕㄨˋ,64,3.875,1.4615,0.6,837
檀,ㄊㄢˊ,45,3.525,1.0769,0.65,877
檄,ㄒㄧˊ,1,2.55,1.0769,0.2,805
檐,ㄧㄢˊ,2,3,1.0769,0.2,1102
檔,ㄉㄤˇ,2223,5.35,2.7692,0.8,662
檜,ㄎㄨㄞˋ,73,3.45,1.1538,0.85,819
檢,ㄐㄧㄢˇ,11761,5.225,2.2308,0.75,746
歛,ㄌㄧㄢˋ,70,3.875,1.6923,0.75,778
殭,ㄐㄧㄤ,13,3.675,1.3077,1,723
殮,ㄌㄧㄢˋ,6,3.325,1.2308,0.55,935
氈,ㄓㄢ,15,3.325,1.1538,0.5,884
濘,ㄋㄧㄥˋ,43,3.575,1.1538,0.8,800
濛,ㄇㄥˊ,30,3.775,1.1538,0.9,654
濠,ㄏㄠˊ,3,3.075,1.1538,1,788
濡,ㄖㄨˊ,26,3.425,1.0769,0.85,797
濫,ㄌㄢˋ,956,4.65,1.7692,0.85,666
濯,ㄓㄨㄛˊ,15,3.3,1.1538,0.7,899
濱,ㄅㄧㄣ,877,4.375,1.3846,0.95,881
營,ㄧㄥˊ,14537,5.15,2.1538,0.8,640
燥,ㄗㄠˋ,121,4.975,1.8462,0.85,811
燦,ㄘㄢˋ,296,4.325,1.3077,0.9,651
燧,ㄙㄨㄟˋ,1,2.475,1,0.95,865
