word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
DOTJERANO,3.8,1.032795559,3.7,0.948683298,3.7,1.059349905,4.6,0.966091783,9,3.464101615
DOTJERATI,3.8,0.918936583,3.7,1.251665557,2.9,0.567646212,4.6,0.699205899,6.714285714,2.870208222
DOTJERATI SE,3.8,1.032795559,3.3,0.948683298,3.4,1.173787791,4.6,0.699205899,8.888888889,3.059593292
DOTRAJALO,3.8,1.549193338,2.7,1.418136492,3.1,1.523883927,4.3,0.948683298,11,4.092676386
DOTRAJAO,3.3,1.059349905,2.7,1.567021236,3.7,1.059349905,3.8,1.229272594,11.75,5.650537269
DOZIVATI,3.6,0.966091783,3.3,1.059349905,3.6,0.966091783,4.3,0.823272602,5.7,2.945806813
DOĆI,3.5,1.61352046,4.8,0.406838102,,,,,,
DOŽIVJETI,2.454545455,1.213559752,3.363636364,0.809039835,2.363636364,1.361816968,4.727272727,0.646669791,7.857142857,2.193062655
DRAG,2.9,0.994428926,4.1,0.875595036,2.9,1.286683938,4.9,0.316227766,4.2,3.552776692
DRAGO,3.090909091,0.943879807,4.090909091,1.044465936,2.272727273,1.190874392,4.909090909,0.301511345,5.5,1.957890021
DRUGAČIJE,3.181818182,1.167748416,4,0.894427191,2.818181818,1.250454463,4.818181818,0.603022689,6.818181818,3.027149875
DRUGAČIJI,3.636363636,1.026910636,4.181818182,0.750757194,2.363636364,1.433368569,4.818181818,0.603022689,5.4,2.065591118
DRUGI,3.090909091,1.445997611,3.909090909,1.445997611,2.818181818,1.328019715,4.545454545,0.687551651,3.909090909,2.022599587
DRUŠTVO,4.1,0.994428926,4.6,0.699205899,3.9,0.994428926,5,0,6.4,2.458545189
DRUŽENJE,3.636363636,1.026910636,4.181818182,0.981649817,3.181818182,1.470930441,4.363636364,0.924416278,8.090909091,4.229764661
DRVEĆE,5,0,4.3,0.674948558,5,0,4.9,0.316227766,3.4,1.0749677
DRVO,5,0,4.7,0.651258728,,,,,,
DRVORED,4.47826087,1.038773981,2.173913043,1.302172098,,,,,,
DRVOREZ,3.5,1.737020834,1.466666667,0.860366134,,,,,,
DRŽATI,4.090909091,1.375103302,4.545454545,0.687551651,4.222222222,0.833333333,5,0,4.444444444,2.505549396
DRŽATI SE,4.4,0.843274043,4.2,0.918936583,4.2,0.788810638,4.8,0.632455532,3.4,2.412928143
DUET,4.1,1.100504935,2.6,1.349897115,4,1.195228609,4.75,0.46291005,9.375,4.50198369
DUGO,3.8,1.398411798,4.6,0.699205899,3.444444444,1.236033081,4.444444444,1.333333333,3.625,1.685018016
DUH,4.2,1.032795559,2.4,1.264911064,2.3,1.059349905,4.2,1.316561177,5.6,2.796823595
DUĆAN,5,0,4.363636364,1.286291357,5,0,5,0,3.636363636,1.206045378
DUŽ,2.3,1.251665557,2.8,1.032795559,2.5,1.08012345,3.8,1.229272594,10,2.976095237
DVA,4.9,0.316227766,4.8,0.632455532,4.1,1.286683938,4.9,0.316227766,3.1,1.100504935
DVOJBA,2.75,1.102323128,2.909090909,1.216517749,,,,,,
DVORAC,4.4,1.349897115,3.6,1.349897115,5,0,4.8,0.632455532,4.1,3.314949304
DVORIŠTE,4.090909091,1.578261414,4.272727273,1.009049958,4.444444444,0.881917104,4.555555556,0.881917104,3.333333333,1.224744871
DVORJANIN,3.363636364,1.629277587,1.272727273,0.467099366,3.636363636,1.361816968,3,0.894427191,11.66666667,6.32455532
DŽEP,4.9,0.4025779,4.9,0.4025779,,,,,,
DŽEZVA,4.5,1.08012345,3.9,1.100504935,4.8,0.632455532,4.2,1.135292424,8.888888889,3.333333333
DŽIP,4.913043478,0.288104066,2.434782609,1.590485545,,,,,,
EKIPA,4,0.774596669,4.090909091,1.136181804,4,0.632455532,4.818181818,0.404519917,4.428571429,2.6367368
EKONOMIJA,2.636363636,1.501514387,3.818181818,1.401298099,2.090909091,1.221027883,4.727272727,0.646669791,13.8,1.988857852
EKSPLOZIJA,4.483870968,0.889605446,2.451612903,1.501970032,,,,,,
ELEKTROTEHNIKA,2.6,0.966091783,2.8,1.229272594,2.1,1.197219,4,1.054092553,13.5,3.205897344
ELEMENT,1.6,0.699205899,2.2,0.918936583,2.8,1.475729575,4.7,0.483045892,11.375,1.922609833
ERUDIT,1.454545455,0.687551651,1.363636364,0.924416278,2.4,1.349897115,1.7,1.33749351,8.9,8.633912464
ETIKETA,4.5,0.922958207,3.607142857,1.571488695,,,,,,
FAKULTET,4.454545455,0.820199532,3.909090909,1.044465936,4.545454545,0.687551651,4.636363636,0.674199862,7.5,5.099019514
FILM,4.7,0.674948558,4.7,0.674948558,4.5,0.849836586,5,0,5.3,1.888562063
FIN,3.363636364,1.361816968,4,1.095445115,2.818181818,1.167748416,4.909090909,0.301511345,4.8,3.259175083
FINO,3.6,1.264911064,4.3,0.674948558,3.333333333,1.118033989,5,0,3.5,2.20389266
FLOMASTER,4.5,1.269295518,3.9,0.994428926,4.777777778,0.666666667,4.888888889,0.333333333,3.444444444,1.589898669
FLOTA,3.4,1.505545305,2.8,1.475729575,4.888888889,0.333333333,4.444444444,0.881917104,10.55555556,4.419024528
FOTELJA,4.7,0.948683298,4,1.054092553,5,0,5,0,4.666666667,1.732050808
FOTOAPARAT,4.727272727,0.904534034,3.545454545,0.820199532,5,0,5,0,5.7,2.002775851
FOTOGRAFIRATI,4.466666667,1.04166092,3.566666667,1.47819399,,,,,,
FOTOGRAFIRATI SE,4.6,0.699205899,4.1,1.197219,4.5,0.849836586,4.9,0.316227766,5.3,2.162817093
FRIŠAK,2.8,1.398411798,2.9,1.197219,3.1,1.523883927,3.9,1.663329993,4.625,5.153015761
FRIŠKO,3.363636364,1.120064933,3.272727273,1.272077756,3.181818182,1.07871978,4.909090909,0.301511345,5.8,3.765338999
FUNKCIJA,2.3,1.418136492,3.4,1.173787791,1.9,1.286683938,4.5,0.527046277,10.77777778,2.862594006
GALAKSIJA,3.863636364,1.249947145,2.444444444,1.139289163,,,,,,
GARAŽA,4.454545455,1.293339581,4.545454545,0.687551651,4.9,0.316227766,4.9,0.316227766,4.777777778,1.787300882
GAZITI,4.4,0.966091783,4.1,0.875595036,4.3,0.674948558,5,0,3.6,1.429840706
GAĆE,4.818181818,0.603022689,4,1.183215957,4.727272727,0.904534034,4.818181818,0.603022689,3.454545455,1.809068067
GAĆICE,4.636363636,0.924416278,4,0.774596669,5,0,5,0,3.1,1.852925615
GDJE,2.818181818,1.721521526,4.909090909,0.301511345,2.727272727,1.61807967,5,0,3.272727273,2.004540301
GLAD,3.666666667,1.314257481,4,1.066003582,,,,,,
GLADAN,3.384615385,1.502135232,4.769230769,0.59914469,3.25,1.658312395,5,0,2.454545455,1.035725481
GLADNO,4,1,4.727272727,0.646669791,2.636363636,1.206045378,5,0,2.777777778,1.715938357
GLAS,3.2,1.475729575,3.6,1.264911064,3.9,1.449137675,4.9,0.316227766,6.625,2.326094213
GLASAN,3.636363636,0.924416278,4,0.774596669,4.090909091,0.831209415,4.454545455,0.934198733,4.363636364,1.963299634
GLASNO,3.545454545,1.12815215,4.272727273,0.786245393,3.6,1.429840706,4.8,0.632455532,3.7,1.251665557
GLAVA,5,0,4.571428571,1.069044968,,,,,,
GLAZBA,4,1.398050591,4.733333333,0.495433694,,,,,,
GLAZBENI KLJUČ,4.333333333,1.241059984,1.966666667,1.401559066,,,,,,
GLEDATI,4,1.732050808,4.363636364,1.286291357,3.6,1.646545205,5,0,3,0.816496581
GLEŽANJ,4.636363636,1.206045378,3.272727273,0.904534034,5,0,4.7,0.674948558,6.857142857,3.933978962
GLINA,4.7,0.483045892,2,0.816496581,4.7,0.674948558,4.8,0.632455532,6.555555556,1.740051085
GLJIVA,4.966666667,0.182574186,3.833333333,1.341212353,,,,,,
GLODAVAC,4.7,0.483045892,2.8,1.619327707,4.666666667,0.5,4.111111111,0.927960727,9.555555556,3.12694384
GLUP,3.5,1.354006401,4.2,1.475729575,2.1,1.449137675,4.9,0.316227766,6.333333333,1.936491673
GLUPO,3.7,0.823272602,4.5,0.849836586,3.3,1.33749351,4.6,0.699205899,4.6,1.712697677
GNJAVITI,3.363636364,1.433368569,3.727272727,1.348399725,2.8,1.475729575,4.9,0.316227766,5.4,3.65756446
GNJAVITI SE,3.090909091,1.300349603,3.454545455,1.12815215,3,1.732050808,4.545454545,0.687551651,6.444444444,3.244653722
GNJEČITI,4.1,1.286683938,3.3,1.418136492,3.7,1.059349905,4.6,0.699205899,6.2,2.699794231
GNJEČITI SE,3,1.154700538,1.9,1.100504935,2.1,0.994428926,3.7,1.251665557,5.285714286,5.186980037
GODINA,3.272727273,1.009049958,4.818181818,0.404519917,3.636363636,1.433368569,5,0,4.545454545,2.161649202
GORA,4.6,0.699205899,2.9,1.449137675,4.5,0.707106781,4.7,0.483045892,6,3.535533906
GORE,3.9,1.449137675,4.1,1.197219,3.222222222,1.56347192,5,0,3.666666667,1.224744871
GORIVO,4.363636364,0.674199862,4.454545455,0.687551651,4.6,0.516397779,4.9,0.316227766,9.25,3.732100136
GORJE,4.3,0.674948558,3,0.816496581,4.6,0.516397779,4.4,0.843274043,9,2.828427125
GORJETI,4.5,0.527046277,3.5,1.269295518,3.7,1.33749351,4.8,0.421637021,5.4,1.837873167
GORNJI,4.3,1.059349905,4.5,0.707106781,3.5,1.08012345,4.8,0.632455532,4.4,1.264911064
GOSPODIN,4.545454545,0.687551651,4.363636364,0.809039835,4.636363636,0.504524979,4.909090909,0.301511345,6.818181818,4.045199175
GOSPOĐA,4.193548387,1.327136136,4.64516129,0.709384104,,,,,,
GOSPOĐICA,4.3,0.674948558,3.5,0.849836586,4.4,0.699205899,5,0,8.3,4.110960958
GOST,4.4,0.843274043,4.4,0.699205899,4.6,0.516397779,5,0,5.111111111,1.536590743
GOTOV,3.2,1.686548085,5,0,2.5,1.779513042,4.9,0.316227766,4.222222222,2.166666667
GOTOVO,3.2,0.788810638,4.5,0.707106781,2.5,1.690308509,5,0,4.25,4.234214382
GOVEDO,5,0,2.8,1.032795559,4.8,0.421637021,4.7,0.483045892,6.555555556,2.40370085
GOVOR,3.8,1.475729575,4.1,1.100504935,3.4,1.349897115,4.7,0.674948558,4.8,1.988857852
GOVORITI,4.2,0.788810638,4.5,0.971825316,4.222222222,1.301708279,4.888888889,0.333333333,3.444444444,1.333333333
GOVORNIK,3.8,1.032795559,3,1.054092553,3.7,1.33749351,4.1,1.286683938,11.3,3.888730155
GRABEŽLJIVAC,3.7,1.251665557,2.8,1.229272594,4,1,4.555555556,0.726483157,9.333333333,3.354101966
GRABLJATI,4.1,0.994428926,3.2,1.032795559,4.5,0.707106781,4.8,0.632455532,6.5,2.549509757
GRAD,4.727272727,0.646669791,4.363636364,1.026910636,5,0,5,0,4.6,1.646545205
GRAH,5,0,4.272727273,1.103712743,5,0,5,0,3.6,1.429840706
GRANA,4.833333333,0.530668631,3.833333333,1.315250948,,,,,,
GRAVITACIJA,1.851851852,1.350319156,1.703703704,1.170628195,,,,,,
GRAŠAK,5,0,3.636363636,1.120064933,5,0,5,0,4.7,2.71006355
GRB,4.833333333,0.461133037,2.766666667,1.524135331,,,,,,
GREDA,4.25,1.15155849,2.625,1.438976085,,,,,,
GREŠKA,3.4,1.0749677,4.3,1.059349905,2.6,1.173787791,4.9,0.316227766,6.1,1.370320319
GRISTI,4.3,1.059349905,4.1,0.994428926,4.222222222,0.971825316,4.555555556,1.013793755,2.666666667,2.121320344
GRISTI SE,3.666666667,1.154700538,3.083333333,1.311372171,2.833333333,1.403458931,4.5,0.674199862,9.636363636,4.2958754
GRIVA,4.407407407,0.843949473,2.074074074,1.356634011,,,,,,
GRIZ,4.454545455,1.213559752,3.636363636,1.361816968,4.4,0.699205899,4.4,1.0749677,4.666666667,2.692582404
GRLITI,4.818181818,0.603022689,4.363636364,0.924416278,4.090909091,1.221027883,4.818181818,0.603022689,3.363636364,1.286291357
GRLITI SE,4.8,0.632455532,4.2,0.788810638,4,1.154700538,5,0,3,1.154700538
GRM,4.916666667,0.282329851,3.375,1.636871353,,,,,,
GROBLJE,4.909090909,0.301511345,3.363636364,1.361816968,4.818181818,0.404519917,4.909090909,0.301511345,5.5,2.013840996
GROZAN,3.1,1.286683938,3.8,0.918936583,2.5,0.971825316,4.7,0.483045892,6.8,3.359894178
GROZD,4.727272727,0.904534034,2.727272727,1.348399725,4.909090909,0.301511345,4.909090909,0.301511345,6.2,3.190262964
GROZNO,2.8,1.686548085,4,1.333333333,1.7,0.948683298,4.8,0.421637021,5.888888889,2.368778401
GROŽĐE,4.6,1.264911064,4.3,0.823272602,5,0,5,0,2,1.732050808
GROŽĐICE,4.3,0.948683298,3.2,1.316561177,5,0,5,0,6,1.802775638
GULITI,4.4,0.699205899,3.8,0.632455532,3.6,1.349897115,4.5,0.707106781,6,3.231786572
GULITI SE,3.8,1.229272594,2.7,0.823272602,3.7,1.059349905,4.5,0.707106781,6.6,2.913569784
GUMA,4.806451613,0.654184217,3.774193548,1.453952714,,,,,,
GUMB,4.545454545,1.213559752,3.818181818,1.401298099,5,0,4.6,1.264911064,4.5,2.635231383
GURATI,4.1,1.100504935,4.3,0.674948558,4.75,0.46291005,4.75,0.46291005,2.875,1.726888201
GURATI SE,4,1,3.363636364,1.120064933,3.181818182,1.167748416,4.818181818,0.603022689,3.545454545,1.439696938
GUSJENICA,5,0,2.363636364,1.433368569,4.8,0.632455532,4.8,0.632455532,5,1.224744871
GUSKA,4.838709677,0.522607194,2.612903226,1.475972433,,,,,,
HALJA,4.1,1.286683938,2.6,1.429840706,4.5,1.269295518,4,1.247219129,10.44444444,6.267198559
HALJINA,4.909090909,0.301511345,4.272727273,0.786245393,4.9,0.316227766,4.8,0.421637021,4.2,3.224903099
HALJINICA,4.818181818,0.603022689,3.454545455,1.368476259,4.636363636,0.674199862,4.818181818,0.603022689,4.909090909,4.570657402
HAMBURGER,4.8,0.632455532,4.2,1.316561177,4.666666667,1,4.888888889,0.333333333,4.857142857,3.078342164
HELIKOPTER,4.909090909,0.301511345,3,1.183215957,4.8,0.421637021,4.7,0.948683298,4.4,2.011080417
HITAN,3.4,1.264911064,3.6,0.966091783,3.5,1.509230856,4.9,0.316227766,6.3,2.790858092
HITNA POMOĆ,4.8,0.421637021,4.2,1.316561177,4.666666667,0.707106781,5,0,4.428571429,2.370453041
HITNO,3.909090909,1.136181804,4.272727273,0.904534034,3.181818182,1.721521526,5,0,6.4,3.533962208
HLADAN,4.4,0.699205899,4.8,0.632455532,3.5,1.58113883,4.8,0.632455532,3.3,1.418136492
HLADNJAK,5,0,4.3,1.159501809,4.777777778,0.666666667,4.888888889,0.333333333,4.625,1.922609833
HLADNO,4.2,1.229272594,4.8,0.421637021,4.555555556,0.726483157,5,0,2.444444444,1.333333333
HLAČE,5,0,4.9,0.316227766,4.888888889,0.333333333,5,0,2,1.118033989
HOBOTNICA,4.727272727,0.694283514,3.25,1.183707223,,,,,,
HODALICA,4.709677419,0.782881361,2.032258065,1.224305816,,,,,,
HODATI,4.7,0.70221325,4.966666667,0.182574186,,,,,,
HODNIK,4.909090909,0.301511345,4.545454545,0.687551651,5,0,4.8,0.421637021,3.7,1.059349905
HRABAR,4.272727273,0.786245393,4.272727273,0.904534034,2.909090909,1.758098146,5,0,5.545454545,1.967924611
HRABRO,3.545454545,1.12815215,4.090909091,1.044465936,3.363636364,1.501514387,4.909090909,0.301511345,4.909090909,1.578261414
HRANA,4.913043478,0.417028828,4.913043478,0.417028828,,,,,,
HRANITI,4.4,1.0749677,4.9,0.316227766,4.555555556,0.881917104,5,0,4,3.774917218
HRANITI SE,4.545454545,0.687551651,4.727272727,0.467099366,3.545454545,1.439696938,4.818181818,0.404519917,2.909090909,0.943879807
HRAPAV,3.5,1.269295518,3.1,1.286683938,4,0.942809042,4.6,0.699205899,6.8,3.425395354
HRAPAVO,4.2,1.229272594,3,0.942809042,4,1.322875656,5,0,6.888888889,1.166666667
HRENOVKE,4.4,1.349897115,3.6,1.264911064,4.777777778,0.666666667,4.777777778,0.666666667,4.666666667,2
HRKATI,3.933333333,1.552158305,3.866666667,1.382983615,,,,,,
HTJETI,2.6,1.264911064,4.8,0.421637021,1.75,0.88640526,4.75,0.707106781,2.5,1.414213562
HULAHOPKE,4.9,0.316227766,3.2,1.032795559,5,0,4.555555556,0.726483157,8.5,4.888762625
HVALA,3.7,1.059349905,4.8,0.632455532,2.875,1.807721534,4.875,0.353553391,2,0.534522484
HVALJEN,2.3,1.418136492,3,1.490711985,2.5,1.509230856,4.7,0.674948558,6.857142857,1.214985793
HVALJENO,1.5,0.527046277,2.8,1.475729575,1.8,1.032795559,4.3,1.059349905,13.28571429,2.927700219
I,2.8,1.936936792,4.733333333,0.868344971,,,,,,
IAKO,1.727272727,1.420627262,4.181818182,0.750757194,1.636363636,1.120064933,4.909090909,0.301511345,9.222222222,3.993049517
IDEALAN,2.3,1.418136492,3.7,0.948683298,2.2,1.316561177,4.7,0.674948558,8.666666667,3.041381265
IDEALNO,2.818181818,1.328019715,3.909090909,0.943879807,2.272727273,1.272077756,4.727272727,0.646669791,8.111111111,4.51232879
IDEJA,2.88372093,1.383737216,4.090909091,0.960091609,,,,,,
IDOLATRIJA,1.7,0.823272602,1.2,0.632455532,1.888888889,0.927960727,1.666666667,0.866025404,5.444444444,8.516324194
IGLA,4.958333333,0.204124145,4.125,1.226961606,,,,,,
IGLU,4.652173913,1.152416262,1.956521739,1.296087149,,,,,,
IGRA,4.181818182,0.750757194,4.272727273,0.646669791,3.8,1.316561177,5,0,2.1,1.852925615
IGRALIŠTE,4.8,0.421637021,4.2,1.032795559,4.875,0.353553391,4.75,0.707106781,3.5,1.8516402
IGRATI SE,4.9,0.316227766,4.8,0.421637021,4.444444444,0.726483157,5,0,2.333333333,0.866025404
IGRAČKA,5,0,4.272727273,0.904534034,5,0,5,0,1.875,0.640869944
IMATI,3.909090909,1.221027883,4.727272727,0.467099366,3,1.414213562,4.888888889,0.333333333,3,1.224744871
IME,3.4,1.349897115,4.8,0.421637021,3.1,1.197219,5,0,2,0.666666667
INAČE,1.9,1.286683938,4.2,1.032795559,1.6,1.264911064,4.5,0.707106781,6.9,3.984692934
INFUZIJA,4.636363636,0.674199862,2.909090909,1.136181804,4.636363636,0.504524979,4.818181818,0.404519917,10,3.559026084
INTELIGENTAN,2.9,1.449137675,4.3,0.674948558,2.2,1.398411798,4.8,0.632455532,10.7,4.37289632
INTELIGENTNO,3.363636364,1.566698904,4.545454545,0.687551651,2.727272727,1.489356176,4.909090909,0.301511345,7.6,1.505545305
INTERESANTAN,2.818181818,1.250454463,3.636363636,0.809039835,2.272727273,1.190874392,4.363636364,1.206045378,7.888888889,2.147349788
INTERESANTNO,2.454545455,1.035725481,4.454545455,0.820199532,2.090909091,1.136181804,4.818181818,0.603022689,7.9,3.0713732
INTERPRETIRATI,2.4,1.349897115,2.3,0.948683298,2.4,1.646545205,4.2,0.918936583,13.28571429,2.214669706
INTIMAN,2.7,1.418136492,3.6,0.966091783,2.5,1.354006401,4.2,1.032795559,12.7,3.465704995
INTIMNO,3.3,1.059349905,2.8,0.788810638,3.2,1.475729575,4.8,0.421637021,12.625,3.020761493
INŽENJER,3.2,1.229272594,3.3,1.251665557,4.4,0.843274043,4.4,0.699205899,13.88888889,3.100179206
INŽENJERKA,3.3,1.159501809,2.7,0.948683298,4.3,0.948683298,4.3,0.823272602,12.5,3.78153408
IPAK,1.6,1.0749677,4.3,1.059349905,1.6,1.264911064,4.6,0.516397779,9.222222222,5.09356893
ISKOPATI,4.090909091,0.831209415,3.545454545,1.12815215,4.090909091,0.943879807,4.818181818,0.404519917,5.8,3.155242551
ISKOČITI,4.272727273,0.904534034,3.818181818,1.328019715,3.090909091,1.221027883,4.818181818,0.404519917,5.181818182,3.156522828
ISKREN,2.5,0.971825316,3.8,0.788810638,2.9,1.449137675,5,0,6.888888889,3.140240614
ISKRENO,2.6,1.505545305,4,1.333333333,2.2,1.619327707,5,0,7.111111111,2.571208103
ISPASTI,3.7,0.948683298,4,1.414213562,3.3,0.948683298,4.9,0.316227766,4.8,2.201009869
ISPEĆI,4.1,0.737864787,4.4,0.699205899,4.1,1.100504935,5,0,3.5,1.509230856
ISPITIVANJE,4.2,0.788810638,3.7,1.159501809,3.5,1.354006401,4.9,0.316227766,7,1.118033989
ISPITIVAČ,4.090909091,0.831209415,3.454545455,1.213559752,4.363636364,1.026910636,4.545454545,1.213559752,10.6,3.864367132
ISPOD,3.909090909,1.300349603,4.454545455,0.820199532,2.545454545,1.507556723,4.636363636,0.674199862,4.181818182,2.182575626
ISPOSTAVITI SE,1.633333333,1.06619961,2.8,1.562491379,,,,,,
ISPOČETKA,2.25,0.965307299,3.583333333,0.99620492,1.75,1.215431087,4.916666667,0.288675135,5.5,3
ISPRATI,4,1.054092553,3.5,1.08012345,3,1.247219129,4.5,0.527046277,5.2,2.82055944
ISPRATI SE,3.8,0.918936583,3.4,1.264911064,3.1,0.994428926,4,1.247219129,5.9,2.131770261
ISPRAVITI,3.454545455,0.820199532,4.272727273,0.904534034,3.545454545,1.439696938,4.727272727,0.646669791,5.7,1.251665557
ISPRAVITI SE,3.636363636,1.566698904,4.090909091,0.943879807,3.636363636,1.206045378,4.454545455,0.934198733,7.181818182,1.401298099
ISPRED,4.7,0.483045892,4.7,0.674948558,3.75,1.58113883,5,0,4.625,3.159452936
ISPRIČATI,4.2,0.918936583,4.4,0.843274043,3.6,1.429840706,5,0,3.4,2.458545189
ISPRIČATI SE,3.818181818,1.250454463,3.727272727,1.009049958,4.090909091,1.221027883,4.818181818,0.404519917,3.454545455,1.634847783
ISPROBATI,3.454545455,1.035725481,3.636363636,0.674199862,2.636363636,1.286291357,4.454545455,1.035725481,5.333333333,2.783882181
ISPROSITI,2.8,1.135292424,2,1.333333333,2.8,0.918936583,4,1.054092553,13.25,3.654742516
ISPUNJEN,2.8,1.316561177,3.9,1.100504935,3.2,0.788810638,4.3,0.674948558,9.333333333,2.915475947
ISPUNJENO,3.909090909,1.375103302,4,1.264911064,2.909090909,1.758098146,4.636363636,0.504524979,6.666666667,3
ISPUSTITI,3.7,1.059349905,3.2,1.229272594,3.222222222,1.201850425,4.555555556,1.013793755,6.555555556,3.04594448
ISTEGNUTI,3.727272727,1.009049958,3.363636364,1.361816968,3.545454545,0.934198733,4.454545455,1.213559752,6.8,2.699794231
ISTEGNUTI SE,3.727272727,1.348399725,3.727272727,0.904534034,4.272727273,0.646669791,4.454545455,0.687551651,7.727272727,3.797128101
ISTI,3.1,1.286683938,4.6,0.843274043,2.4,1.712697677,4.8,0.421637021,4.6,2.270584849
ISTO,3.1,0.737864787,4.4,0.843274043,2.9,1.286683938,4.2,1.032795559,5.5,2.223610677
ISTRAŽIVATI,3.363636364,1.120064933,4.090909091,0.943879807,3.727272727,1.190874392,4.818181818,0.404519917,10,3.391164992
ISUS,4.090909091,1.044465936,4.090909091,0.70064905,3.818181818,1.401298099,4.909090909,0.301511345,5.818181818,1.990888335
ITEKAKO,2,1.247219129,3.9,0.994428926,1.4,0.699205899,4.7,0.674948558,6.8,5.245103537
ITKO,2.3,1.251665557,2.8,1.135292424,1.6,0.516397779,4.4,1.0749677,8.875,4.853202183
IZ,1.592592593,1.083415513,4.185185185,1.442141491,,,,,,
IZA,3.166666667,1.522773975,4.041666667,1.458980188,,,,,,
IZAZVATI,2.266666667,1.2298958,3.266666667,1.460593487,,,,,,
IZAĆI,4.7,0.674948558,4.3,1.251665557,3.7,1.418136492,4.9,0.316227766,3.9,2.024845673
IZBJEĆI,3.727272727,1.009049958,3.363636364,1.026910636,3.272727273,1.272077756,4.818181818,0.603022689,6.9,3.314949304
IZDATI,2.976190476,1.456492533,3.19047619,1.292343216,,,,,,
IZDRŽATI,3.090909091,1.221027883,3.818181818,0.750757194,2.727272727,1.489356176,4.454545455,0.687551651,7.8,3.881580434
IZDRŽLJIVOST,2.47826087,1.441891599,3.52173913,1.503618823,,,,,,
IZGLEDATI,2.4,1.173787791,4.5,0.527046277,3,1.699673171,4.7,0.674948558,4.222222222,1.787300882
IZGOVARATI,3.636363636,0.924416278,3.545454545,1.213559752,3.545454545,0.934198733,4.818181818,0.404519917,5.181818182,2.561959477
IZGUBITI,3.727272727,1.272077756,4.090909091,1.044465936,2.818181818,1.250454463,4.909090909,0.301511345,3.727272727,1.420627262
IZGUBITI SE,3.8,0.918936583,3.3,1.059349905,3.2,1.398411798,4.7,0.674948558,4.8,1.316561177
IZGUBLJEN,4,1.095445115,4.363636364,0.924416278,4,0.774596669,4.909090909,0.301511345,5,1.732050808
IZGUBLJENO,3.454545455,1.035725481,4.090909091,1.044465936,3.818181818,0.981649817,5,0,3.909090909,2.071450963
