word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
jus,millionaire ,29,5.413793103,1.26821701,39,4.384615385,1.927848332,32,5.0625,1.982788847,23,5.565217391,2.857622772,37,3.648648649,2.251125844,40,6.3,1.842517787,33,6.787878788,1.556389567,43,5.046511628,2.535025954,35,4.828571429,2.431239266,29,6.103448276,2.023872307,46,2.869565217,2.305632674,42,7.095238095,1.858527135,62,6.14516129,1.576952593,82,4.731707317,2.277364626,67,4.940298507,2.21483016,52,5.865384615,2.417492187,83,3.21686747,2.300838621,82,6.707317073,1.882261608
jutawan,millionaire ,29,5.310344828,1.137147065,39,4.692307692,1.988835234,32,5.125,2.324483987,23,4.739130435,2.83191858,37,4.378378378,1.948665517,40,5.1,1.918867187,33,6.060606061,2.120427344,43,5.511627907,2.250630526,35,5.485714286,2.091599846,29,5.206896552,2.677676369,46,4.347826087,2.24318614,42,5.023809524,2.673155578,62,5.709677419,1.759164265,82,5.12195122,2.156759365,67,5.313432836,2.196477588,52,5,2.729648401,83,4.361445783,2.10445702,82,5.06097561,2.321916838
kabar,"news, report",29,5.413793103,1.118584609,39,4.538461538,2.303842943,32,5.75,1.813924635,23,4.52173913,2.573811557,37,4.189189189,2.209045015,40,4.9,2.619453848,33,6.121212121,1.386487824,43,5.162790698,2.126143754,35,4.714285714,2.243571582,29,5.931034483,2.802180713,46,5.456521739,2.228168373,42,7.357142857,1.985575159,62,5.790322581,1.307445222,82,4.865853659,2.220900691,67,5.208955224,2.100052766,52,5.307692308,2.769146974,83,4.891566265,2.29534018,82,6.158536585,2.612739503
kabinet,cabinet,29,4.931034483,1.57958029,39,4.205128205,1.809034159,32,5.0625,1.812812821,23,3.956521739,2.513206226,37,4.027027027,1.55432169,40,5.2,2.002562461,33,4.454545455,1.786947626,43,4.325581395,2.04381681,35,5.228571429,2.059207647,29,5.655172414,2.142692933,46,4.130434783,2.286274948,42,4.880952381,2.490982576,62,4.677419355,1.69642047,82,4.268292683,1.924813799,67,5.149253731,1.932604863,52,4.903846154,2.443555874,83,4.084337349,1.982882967,82,5.036585366,2.257744542
kaca,glass,29,4.413793103,1.180715321,39,4.461538462,1.917319316,32,5.8125,1.615199978,23,4.608695652,2.887892129,37,3.594594595,1.847813414,40,5.7,1.950673782,33,5.545454545,1.438117456,43,3.837209302,1.913986522,35,5.657142857,2.028370211,29,6.275862069,1.998151855,46,3.260869565,2.205395229,42,6.761904762,1.985428919,62,5.016129032,1.431403478,82,4.134146341,1.929384186,67,5.731343284,1.830566145,52,5.538461538,2.547290282,83,3.409638554,2.048414881,82,6.243902439,2.027958748
kacamata,"glasses, spectacles",29,5.551724138,1.478082902,39,4.358974359,2.083609968,32,5.4375,1.758619326,23,6.173913043,2.208499571,37,3.891891892,2.157464868,40,5.275,2.264412529,33,5.393939394,1.675921275,43,4.88372093,2.095452018,35,5.428571429,2.626625147,29,6.620689655,2.305487136,46,2.869565217,2.207146933,42,6.880952381,2.265352834,62,5.467741935,1.575610649,82,4.634146341,2.093565658,67,5.432835821,2.23758447,52,6.423076923,2.252198524,83,3.325301205,2.231200233,82,6.097560976,2.391392776
kacau,"disorderly, chaotic",29,4.344827586,1.261401207,39,4.871794872,1.921888972,32,5.5,1.34404301,23,3.043478261,1.941842164,37,4.72972973,1.446233588,40,5.55,2.171493637,33,3.696969697,1.960306871,43,5.186046512,2.014894703,35,5.485714286,2.26704561,29,4.75862069,2.444456884,46,4.956521739,2.18028053,42,6.452380952,2.286784738,62,4,1.688922442,82,5.036585366,1.965411539,67,5.492537313,1.869800948,52,4,2.376354103,83,4.855421687,1.881440355,82,6.012195122,2.263472163
kagum,"impressed, amazed",29,5.172413793,1.255529641,39,4.435897436,1.984079686,32,5.5,1.866513051,23,5.086956522,2.810904796,37,3.945945946,1.899502068,40,5.85,1.672553705,33,6.484848485,1.603145582,43,5.581395349,2.342491126,35,5.6,2.046517846,29,6.551724138,1.702649341,46,5.565217391,2.29639499,42,6.785714286,2.089879379,62,5.870967742,1.583561777,82,5.036585366,2.241280068,67,5.552238806,1.948453793,52,5.903846154,2.353633948,83,4.843373494,2.265768204,82,6.329268293,1.943999175
kaidah,rule,29,5.068965517,1.099708873,39,3.871794872,2.002360281,32,5.25,1.626395183,23,4.47826087,2.171500638,37,4.675675676,1.871631108,40,5.2,1.910832816,33,4.878787879,1.494940964,43,4.418604651,2.270227156,35,4.914285714,2.119536972,29,6.310344828,1.853634428,46,5.369565217,2.174178728,42,5.238095238,2.335406413,62,4.967741935,1.317819137,82,4.158536585,2.151482476,67,5.074626866,1.893477103,52,5.5,2.182820625,83,5.060240964,2.062140716,82,5.219512195,2.12582237
kain,cloth,29,5.310344828,1.560756416,39,3.871794872,1.935533208,32,5.4375,1.134147399,23,5.782608696,2.235183981,37,3.72972973,1.981142328,40,5.675,1.623347286,33,5.212121212,1.709487784,43,4.418604651,2.206403647,35,5.628571429,2.156872931,29,6.517241379,1.938716248,46,3.065217391,1.959616447,42,6.095238095,2.021946946,62,5.258064516,1.628994298,82,4.158536585,2.08740794,67,5.537313433,1.734920819,52,6.192307692,2.086731768,83,3.361445783,1.9851787,82,5.890243902,1.83925708
kaki,"stiff, rigid",29,4.689655172,1.038661511,39,5.076923077,1.644522253,32,5.6875,1.512048386,23,4.782608696,2.875547722,37,3.432432432,1.937073115,40,5.6,2.351213544,33,5.606060606,1.058873043,43,4.720930233,2.050848621,35,6.057142857,2.274447019,29,5.931034483,2.763680704,46,2.608695652,2.113220406,42,7.071428571,2.201915542,62,5.177419355,1.138365143,82,4.890243902,1.865913192,67,5.880597015,1.942525598,52,5.423076923,2.844645151,83,2.975903614,2.065842435,82,6.353658537,2.379811961
kaku,rigid,29,4.172413793,0.848063572,39,3.974358974,1.784246553,32,4.75,1.665591051,23,3.173913043,1.898616097,37,4.594594595,1.571613811,40,5.475,1.825566298,33,4.060606061,1.730956996,43,5.162790698,2.181417544,35,4.8,2.373877444,29,4.965517241,2.146138702,46,4.804347826,2.187028072,42,6.166666667,2.357310028,62,4.112903226,1.380245152,82,4.597560976,2.077865453,67,4.776119403,2.051022624,52,4.173076923,2.211566332,83,4.710843373,1.928794142,82,5.829268293,2.130350218
kalah,lost,29,4.344827586,1.078221488,39,4.102564103,1.860883658,32,4.125,1.791557261,23,4.695652174,2.098371286,37,4.594594595,1.690816033,40,5.85,2.178566925,33,3.606060606,1.297579331,43,4,2.081665999,35,4.8,1.74558266,29,6.172413793,2.268872683,46,5.826086957,2.253928401,42,6.261904762,2.632438578,62,3.951612903,1.246995331,82,4.048780488,1.968282067,67,4.47761194,1.786805249,52,5.519230769,2.296548003,83,5.277108434,2.102920461,82,6.06097561,2.415728099
kalajengking,scorpion ,29,3.75862069,1.864234282,39,4.923076923,2.069637845,32,5.3125,2.085858684,23,3.826086957,2.822831813,37,3.756756757,1.847000653,40,4.825,2.489851195,33,3.757575758,1.696140896,43,5.302325581,2.425409968,35,3.6,1.7184124,29,4.862068966,2.824941693,46,2.826086957,2.302697431,42,5.261904762,2.420033499,62,3.758064516,1.761942705,82,5.12195122,2.257444441,67,4.417910448,2.075464561,52,4.403846154,2.844048587,83,3.240963855,2.150384886,82,5.048780488,2.448997976
kalap,crazy ,29,3.896551724,1.838959869,39,5.487179487,2.382742724,32,4.875,0.793115539,23,3.782608696,2.334650485,37,4.189189189,1.776979926,40,5.075,2.055480479,33,3.515151515,1.922257984,43,5.88372093,1.621423571,35,4.885714286,2.38588285,29,4.620689655,2.305487136,46,5.804347826,2.09358348,42,4.952380952,2.262659572,62,3.693548387,1.878163645,82,5.695121951,2.016530601,67,4.880597015,1.796649981,52,4.25,2.333683447,83,5.084337349,2.108084434,82,5.012195122,2.151622428
kalut,chaotic,29,3.793103448,1.346405541,39,4.230769231,1.856163821,32,5.375,1.827213638,23,3.086956522,1.649050511,37,4.540540541,1.659896158,40,5.125,2.30036229,33,3.212121212,1.76347625,43,5.023255814,1.819057476,35,4.371428571,2.156872931,29,3.931034483,1.998768094,46,5.913043478,2.020187967,42,4.642857143,2.59287418,62,3.483870968,1.596532467,82,4.646341463,1.868332268,67,4.850746269,2.054217623,52,3.557692308,1.882983256,83,5.301204819,1.979991006,82,4.87804878,2.451455823
kamar,room,29,5.068965517,1.066738503,39,4.487179487,1.760260072,32,5.4375,1.293594642,23,5.304347826,2.141256696,37,3.594594595,1.862785541,40,5.925,1.953136859,33,5.484848485,1.603145582,43,4.697674419,2.041648304,35,5.857142857,2.251050175,29,6.310344828,2.123061272,46,3.195652174,2.028897514,42,7.30952381,2.018065909,62,5.290322581,1.383593525,82,4.597560976,1.904249673,67,5.656716418,1.854987044,52,5.865384615,2.169565296,83,3.373493976,1.95504877,82,6.634146341,2.093565658
kamar mayat,morgue,29,3.620689655,1.347319909,39,5.025641026,1.613873723,32,5.25,2.286002286,23,3.391304348,2.039142655,37,3.810810811,2.295379875,40,5.15,1.888562063,33,3.212121212,1.576340219,43,5.604651163,1.953501556,35,3.657142857,1.830185737,29,4.655172414,2.192126529,46,3.195652174,2.31535517,42,4.857142857,2.807406829,62,3.403225806,1.476145595,82,5.329268293,1.812541208,67,4.417910448,2.196065723,52,4.096153846,2.198570082,83,3.469879518,2.312940001,82,5,2.393406581
kambing hitam,scapegoat,29,4.137931034,1.025536025,39,4.307692308,1.96219327,32,4.8125,2.007044047,23,4.217391304,2.746179524,37,4.891891892,1.612172168,40,5.25,1.931519928,33,3.727272727,1.807497014,43,5.720930233,2.050848621,35,4.371428571,2.143193251,29,5.172413793,2.700118589,46,4.695652174,2.493275982,42,5.357142857,2.573992141,62,3.919354839,1.496426203,82,5.048780488,2.11929664,67,4.582089552,2.075464561,52,4.75,2.735926556,83,4.78313253,2.13591925,82,5.304878049,2.269981369
kampus,"canal, channel",29,5.517241379,1.352793133,39,4.794871795,2.054257289,32,5.4375,1.966452512,23,5.652173913,3.039268687,37,3.405405405,1.906996758,40,5.575,2.373869502,33,5.303030303,1.66742407,43,5.534883721,2.164088252,35,4.885714286,2.654313122,29,6.724137931,1.906690321,46,2.826086957,2.014440621,42,7.619047619,2.326437462,62,5.403225806,1.519918866,82,5.182926829,2.132222215,67,5.149253731,2.350072412,52,6.25,2.503918498,83,3.084337349,1.976723202,82,6.62195122,2.551398764
kanal,canal,29,4.310344828,1.365478678,39,4.615384615,2.266638882,32,4.9375,1.457737974,23,3.652173913,2.690195932,37,3.891891892,2.233380395,40,5.075,2.116934164,33,5.333333333,1.534329387,43,4.674418605,2.168178193,35,5,2,29,5.827586207,2.205009969,46,3.869565217,2.427698459,42,3.904761905,2.417512568,62,4.85483871,1.534806809,82,4.646341463,2.201974149,67,4.970149254,1.749200244,52,4.865384615,2.642257251,83,3.879518072,2.329019423,82,4.475609756,2.337169385
kangen,"miss, longing for",29,5.620689655,1.207529742,39,4.820512821,1.745246097,32,4.6875,1.821688334,23,4.304347826,2.076596486,37,4.864864865,1.718561449,40,5.7,1.910832816,33,6.666666667,1.574536969,43,5.325581395,2.134979985,35,5.085714286,2.638754481,29,5.379310345,2.04264872,46,5.543478261,2.218172639,42,6.976190476,2.225003099,62,6.177419355,1.498897885,82,5.085365854,1.963878875,67,4.895522388,2.277254649,52,4.903846154,2.107499358,83,5.240963855,2.027796843,82,6.353658537,2.162371533
kanker,cancer,29,4,1.625686668,39,5.051282051,2.350237591,32,5.1875,2.520080644,23,4.043478261,3.007237646,37,4.648648649,1.767236012,40,6.025,1.544012422,33,2.666666667,1.406828585,43,5.906976744,2.457388795,35,4.028571429,2.560855949,29,4.103448276,2.540315329,46,4.369565217,2.331987189,42,5.928571429,2.681398044,62,3.290322581,1.643537735,82,5.5,2.430515873,67,4.582089552,2.588724114,52,4.076923077,2.728543056,83,4.493975904,2.091641286,82,5.975609756,2.188497482
kantong,bag,29,5.24137931,1.503690042,39,4.333333333,2.017467581,32,5.875,2.09068595,23,4.652173913,2.058434879,37,3.405405405,2.254125347,40,5.8,1.976788382,33,5.545454545,1.582934559,43,4.790697674,2.231358112,35,5.457142857,2.35575462,29,5.379310345,2.144990728,46,2.97826087,2.361629667,42,6.880952381,2.188689116,62,5.403225806,1.541339394,82,4.573170732,2.131657257,67,5.656716418,2.226236387,52,5.057692308,2.118207358,83,3.168674699,2.310206817,82,6.353658537,2.145175185
kantor,office,29,4.482758621,1.18384029,39,4.230769231,1.856163821,32,5.4375,2.299193407,23,5.782608696,3.218646267,37,3.648648649,1.70320313,40,5.75,2.022311447,33,5.484848485,1.872852305,43,5.279069767,1.931266318,35,5.228571429,2.377414739,29,6.862068966,2.199417747,46,3.260869565,2.379867248,42,7.071428571,2.040956939,62,5.016129032,1.654521232,82,4.780487805,1.956466898,67,5.328358209,2.325015866,52,6.384615385,2.723563454,83,3.43373494,2.102221653,82,6.426829268,2.125857781
kapal,"ship, boat, vessel",29,4.75862069,1.573330689,39,4.564102564,2.124975192,32,5.125,1.560603688,23,5.47826087,3.043167686,37,3.72972973,1.981142328,40,5.75,1.863963244,33,5.060606061,2.135114077,43,4.720930233,2.1857284,35,5.4,2.29064594,29,5.724137931,2.281862518,46,3.043478261,2.240600334,42,5.5,2.49144879,62,4.919354839,1.884347842,82,4.646341463,2.145175185,67,5.268656716,1.966246151,52,5.615384615,2.620835417,83,3.34939759,2.143815467,82,5.62195122,2.1978679
kapal pesiar,cruise ship ,29,5,1.164964745,39,4.128205128,1.704166522,32,5.5,1.75976538,23,5.826086957,2.386556552,37,3.432432432,2.062098992,40,4.75,1.765045216,33,6.454545455,1.522557657,43,4.953488372,2.192557632,35,4.8,2.373877444,29,5.75862069,2.415059485,46,2.652173913,1.946134531,42,5.428571429,2.558037139,62,5.774193548,1.54091047,82,4.56097561,2.006763631,67,5.134328358,2.116998464,52,5.788461538,2.379129339,83,3,2.024243309,82,5.097560976,2.220053142
kapur,chalk,29,3.965517241,1.375363812,39,4.58974359,1.633819366,32,5.1875,1.839310881,23,4.956521739,3.052245982,37,3.594594595,2.101050788,40,5.075,2.453542703,33,5.181818182,1.722181492,43,3.953488372,2.058125457,35,5.571428571,2.213404541,29,6.24137931,2.149005956,46,2.913043478,2.383518286,42,4.976190476,2.454345029,62,4.612903226,1.672877551,82,4.256097561,1.88438008,67,5.388059701,2.037193731,52,5.673076923,2.639972919,83,3.21686747,2.274182741,82,5.024390244,2.43926527
karantina,quarantine,29,4.482758621,1.378940837,39,4.307692308,1.734386683,32,5.1875,1.874058904,23,4.130434783,2.379922608,37,4.135135135,1.766386175,40,5.125,1.682298489,33,3.939393939,1.9355134,43,4.76744186,2.045170959,35,4.8,2.23343576,29,5.827586207,2.43587716,46,4.52173913,2.167836919,42,4.619047619,2.388512967,62,4.193548387,1.706676472,82,4.548780488,1.906146258,67,4.985074627,2.063334586,52,5.076923077,2.534825313,83,4.34939759,1.996544179,82,4.865853659,2.077285712
karier,career ,29,4.827586207,1.90991708,39,4.974358974,1.827958014,32,5.3125,1.468760724,23,5.434782609,2.483144761,37,4.135135135,1.812949747,40,5.65,2.225147647,33,5,2.031009601,43,5.069767442,2.175571614,35,6.342857143,2.182050535,29,5.689655172,1.891776344,46,5.086956522,2.239306311,42,6.714285714,2.361125344,62,4.919354839,1.961083567,82,5.024390244,2.006013243,67,5.850746269,1.932604863,52,5.576923077,2.154303981,83,4.662650602,2.102710843,82,6.195121951,2.343570266
kartu as,ace,29,5.206896552,0.977581211,39,4.717948718,1.776287049,32,6,1.79605302,23,3.434782609,2.128296095,37,4.621621622,1.905421379,40,5.625,2.120564753,33,5.393939394,2.149700472,43,4.674418605,2.101257336,35,5.2,2.361455184,29,4.034482759,2.321987428,46,3.369565217,2.015040067,42,5.928571429,2.403177339,62,5.306451613,1.69462709,82,4.695121951,1.941674372,67,5.582089552,2.1330676,52,3.769230769,2.237079544,83,3.927710843,2.052857215,82,5.780487805,2.260909848
kas,"cash , cashier's window",29,4.896551724,1.779743713,39,4.358974359,1.724241702,32,5.6875,1.330474085,23,3.739130435,2.942129583,37,4.108108108,2.01085642,40,5.275,1.960997914,33,5.606060606,1.836086088,43,4.906976744,1.874820036,35,5.428571429,2.018819024,29,5.448275862,2.680434492,46,4.195652174,2.09358348,42,5.952380952,2.418953422,62,5.274193548,1.830249959,82,4.646341463,1.814699589,67,5.552238806,1.716970395,52,4.692307692,2.900564256,83,4.156626506,2.045112721,82,5.62195122,2.220222678
kasar,"coarse, rough, crude",29,3.275862069,1.360056504,39,5.025641026,2.058195166,32,5.1875,1.908174267,23,4,2.796101182,37,4.243243243,1.44155405,40,5.625,2.168391818,33,3.060606061,1.886454908,43,5.790697674,1.934131275,35,5.057142857,2.472708174,29,5.413793103,2.368200664,46,4.369565217,2.331987189,42,6.333333333,2.600812881,62,3.161290323,1.651562086,82,5.426829268,2.018620038,67,5.119402985,2.205519166,52,4.788461538,2.637114722,83,4.313253012,1.97501288,82,5.987804878,2.411361495
kasih,love,29,7.275862069,1.306482511,39,4.58974359,1.816850206,32,5.5625,1.605183137,23,4.47826087,2.842367215,37,4.351351351,1.989084326,40,5.5,1.908147175,33,7.181818182,1.927669342,43,4.860465116,2.765272701,35,6.457142857,2.005035677,29,5.655172414,1.856953382,46,5.347826087,2.282468365,42,6.857142857,2.23684696,62,7.225806452,1.653801927,82,4.731707317,2.352035003,67,6.029850746,1.866532592,52,5.134615385,2.393036025,83,4.903614458,2.200966849,82,6.195121951,2.179812113
kasih sayang,affection,29,7.482758621,1.153277617,39,4.435897436,2.573088169,32,6.4375,1.721542819,23,5.043478261,2.687991154,37,4.513513514,2.022397115,40,5.4,2.060619772,33,7.787878788,1.916337258,43,6.093023256,2.750012584,35,6.714285714,1.707620094,29,5.24137931,2.415059485,46,5.108695652,2.592538532,42,7.238095238,2.104693058,62,7.64516129,1.600171858,82,5.304878049,2.778617759,67,6.582089552,1.706931091,52,5.153846154,2.515712314,83,4.843373494,2.360663031,82,6.341463415,2.26742641
kasihan,pity,29,4.344827586,0.768851744,39,5.41025641,1.665721729,32,5,1.79605302,23,5,2.46797672,37,4.405405405,1.739403784,40,5.6,1.932183566,33,4.181818182,1.590097195,43,5.88372093,1.815401075,35,4.685714286,2.398178581,29,6.206896552,2.335736506,46,5.260869565,2.426106003,42,6.833333333,2.304996341,62,4.258064516,1.266665739,82,5.658536585,1.751327625,67,4.835820896,2.122013159,52,5.673076923,2.447256598,83,4.879518072,2.177476669,82,6.231707317,2.207164431
kasino,casino,29,5,1.58113883,39,4.564102564,1.97077158,32,5.0625,1.776867486,23,3.913043478,2.695333399,37,3.864864865,2.110320699,40,4.475,1.853444472,33,4.787878788,1.634731931,43,4.744186047,2.071266271,35,5.4,2.415635345,29,4.517241379,2.261805373,46,3.717391304,2.419026834,42,3.666666667,2.456118956,62,4.887096774,1.600254475,82,4.658536585,2.013654084,67,5.23880597,2.125527045,52,4.25,2.456484017,83,3.78313253,2.274182741,82,4.06097561,2.207437266
kasir,cashier,29,5,1.511857892,39,4.538461538,1.997974683,32,5,2.300070125,23,4.434782609,2.904950116,37,3.891891892,2.726248784,40,5,2.754948927,33,5.03030303,2.083939306,43,4.581395349,2.206403647,35,5.2,2.720294102,29,6.034482759,2.570196749,46,2.934782609,1.99334642,42,7.023809524,2.054003767,62,5.016129032,1.824172262,82,4.56097561,2.097014697,67,5.104477612,2.511394206,52,5.326923077,2.81258484,83,3.361445783,2.381730838,82,6.036585366,2.612624252
kasmaran,smitten in love,29,6.034482759,1.523219303,39,5.230769231,2.032130571,32,5.96875,2.132458448,23,4.304347826,1.550213552,37,4.864864865,2.097116568,40,4.875,2.05298407,33,6.181818182,1.810637758,43,5.581395349,2.095716245,35,5.714285714,2.108406543,29,4.75862069,1.939351372,46,5.739130435,2.205395229,42,6.619047619,2.047632553,62,6.112903226,1.670425868,82,5.414634146,2.06051186,67,5.835820896,2.107684461,52,4.557692308,1.775800969,83,5.34939759,2.188850544,82,5.768292683,2.218323138
katak,frog,29,5.206896552,1.292265739,39,4.179487179,2.088461973,32,5.6875,1.891193513,23,3.608695652,2.36910283,37,3.702702703,2.390546949,40,5.075,2.176653512,33,4.666666667,2.217355783,43,4.279069767,2.1857284,35,4.657142857,1.984392886,29,5.689655172,2.494328542,46,2.739130435,2.154424725,42,5.380952381,2.64069818,62,4.919354839,1.849221255,82,4.231707317,2.12741529,67,5.149253731,1.994338436,52,4.769230769,2.631747236,83,3.168674699,2.299624981,82,5.231707317,2.415478791
kaus kaki,socks,29,4.965517241,1.546488156,39,4.205128205,1.73477569,32,4.625,1.385407824,23,3.913043478,2.447875581,37,3.378378378,1.890786893,40,5.825,1.879545772,33,4.757575758,2.031475803,43,3.651162791,1.96255083,35,5.771428571,2.156872931,29,5,2.49284691,46,2.673913043,2.140138602,42,6.952380952,2.378279568,62,4.85483871,1.809327148,82,3.914634146,1.867203755,67,5.223880597,1.905501569,52,4.519230769,2.508732862,83,2.987951807,2.051138743,82,6.402439024,2.210299997
